PING 129.70.141.143 (129.70.141.143) 56(84) bytes of data.
64 bytes from 129.70.141.143: icmp_seq=854 ttl=64 time=16.9 ms
64 bytes from 129.70.141.143: icmp_seq=855 ttl=64 time=5.97 ms
64 bytes from 129.70.141.143: icmp_seq=856 ttl=64 time=8.02 ms
64 bytes from 129.70.141.143: icmp_seq=857 ttl=64 time=26.5 ms
64 bytes from 129.70.141.143: icmp_seq=858 ttl=64 time=9.34 ms
64 bytes from 129.70.141.143: icmp_seq=859 ttl=64 time=15.4 ms
64 bytes from 129.70.141.143: icmp_seq=860 ttl=64 time=6.30 ms
64 bytes from 129.70.141.143: icmp_seq=861 ttl=64 time=6.79 ms
64 bytes from 129.70.141.143: icmp_seq=862 ttl=64 time=12.0 ms
64 bytes from 129.70.141.143: icmp_seq=863 ttl=64 time=17.4 ms
64 bytes from 129.70.141.143: icmp_seq=864 ttl=64 time=8.15 ms
64 bytes from 129.70.141.143: icmp_seq=865 ttl=64 time=14.9 ms
64 bytes from 129.70.141.143: icmp_seq=866 ttl=64 time=14.9 ms
64 bytes from 129.70.141.143: icmp_seq=867 ttl=64 time=19.3 ms
64 bytes from 129.70.141.143: icmp_seq=868 ttl=64 time=25.5 ms
64 bytes from 129.70.141.143: icmp_seq=869 ttl=64 time=9.54 ms
64 bytes from 129.70.141.143: icmp_seq=870 ttl=64 time=16.9 ms
64 bytes from 129.70.141.143: icmp_seq=871 ttl=64 time=14.5 ms
64 bytes from 129.70.141.143: icmp_seq=872 ttl=64 time=12.6 ms
64 bytes from 129.70.141.143: icmp_seq=873 ttl=64 time=20.0 ms
64 bytes from 129.70.141.143: icmp_seq=874 ttl=64 time=39.7 ms
64 bytes from 129.70.141.143: icmp_seq=875 ttl=64 time=16.8 ms
64 bytes from 129.70.141.143: icmp_seq=876 ttl=64 time=5.95 ms
64 bytes from 129.70.141.143: icmp_seq=877 ttl=64 time=19.9 ms
64 bytes from 129.70.141.143: icmp_seq=878 ttl=64 time=12.5 ms
64 bytes from 129.70.141.143: icmp_seq=879 ttl=64 time=32.8 ms
64 bytes from 129.70.141.143: icmp_seq=880 ttl=64 time=16.2 ms
64 bytes from 129.70.141.143: icmp_seq=881 ttl=64 time=28.9 ms
64 bytes from 129.70.141.143: icmp_seq=882 ttl=64 time=13.7 ms
64 bytes from 129.70.141.143: icmp_seq=883 ttl=64 time=11.8 ms
64 bytes from 129.70.141.143: icmp_seq=884 ttl=64 time=11.3 ms
64 bytes from 129.70.141.143: icmp_seq=885 ttl=64 time=32.1 ms
64 bytes from 129.70.141.143: icmp_seq=886 ttl=64 time=17.6 ms
64 bytes from 129.70.141.143: icmp_seq=887 ttl=64 time=6.04 ms
64 bytes from 129.70.141.143: icmp_seq=888 ttl=64 time=5.73 ms
64 bytes from 129.70.141.143: icmp_seq=889 ttl=64 time=10.1 ms
64 bytes from 129.70.141.143: icmp_seq=890 ttl=64 time=24.7 ms
64 bytes from 129.70.141.143: icmp_seq=891 ttl=64 time=15.0 ms
64 bytes from 129.70.141.143: icmp_seq=892 ttl=64 time=5.97 ms
64 bytes from 129.70.141.143: icmp_seq=893 ttl=64 time=15.0 ms
64 bytes from 129.70.141.143: icmp_seq=894 ttl=64 time=29.3 ms
64 bytes from 129.70.141.143: icmp_seq=895 ttl=64 time=10.0 ms
64 bytes from 129.70.141.143: icmp_seq=896 ttl=64 time=9.08 ms
64 bytes from 129.70.141.143: icmp_seq=897 ttl=64 time=226 ms
64 bytes from 129.70.141.143: icmp_seq=898 ttl=64 time=141 ms
64 bytes from 129.70.141.143: icmp_seq=899 ttl=64 time=64.5 ms
64 bytes from 129.70.141.143: icmp_seq=900 ttl=64 time=5.70 ms
64 bytes from 129.70.141.143: icmp_seq=901 ttl=64 time=10.3 ms
64 bytes from 129.70.141.143: icmp_seq=902 ttl=64 time=19.7 ms
64 bytes from 129.70.141.143: icmp_seq=903 ttl=64 time=16.3 ms
64 bytes from 129.70.141.143: icmp_seq=904 ttl=64 time=15.5 ms
64 bytes from 129.70.141.143: icmp_seq=905 ttl=64 time=37.5 ms
64 bytes from 129.70.141.143: icmp_seq=906 ttl=64 time=11.7 ms
64 bytes from 129.70.141.143: icmp_seq=907 ttl=64 time=9.72 ms
64 bytes from 129.70.141.143: icmp_seq=908 ttl=64 time=16.9 ms
64 bytes from 129.70.141.143: icmp_seq=909 ttl=64 time=8.73 ms
64 bytes from 129.70.141.143: icmp_seq=910 ttl=64 time=4.86 ms
64 bytes from 129.70.141.143: icmp_seq=911 ttl=64 time=19.0 ms
64 bytes from 129.70.141.143: icmp_seq=912 ttl=64 time=18.7 ms
64 bytes from 129.70.141.143: icmp_seq=913 ttl=64 time=8.66 ms
64 bytes from 129.70.141.143: icmp_seq=914 ttl=64 time=6.89 ms
64 bytes from 129.70.141.143: icmp_seq=915 ttl=64 time=20.3 ms
64 bytes from 129.70.141.143: icmp_seq=916 ttl=64 time=4.68 ms
64 bytes from 129.70.141.143: icmp_seq=917 ttl=64 time=19.5 ms
64 bytes from 129.70.141.143: icmp_seq=918 ttl=64 time=24.0 ms
64 bytes from 129.70.141.143: icmp_seq=919 ttl=64 time=33.8 ms
64 bytes from 129.70.141.143: icmp_seq=920 ttl=64 time=22.1 ms
64 bytes from 129.70.141.143: icmp_seq=921 ttl=64 time=6.32 ms
64 bytes from 129.70.141.143: icmp_seq=922 ttl=64 time=12.4 ms
64 bytes from 129.70.141.143: icmp_seq=923 ttl=64 time=10.5 ms
64 bytes from 129.70.141.143: icmp_seq=924 ttl=64 time=9.19 ms
64 bytes from 129.70.141.143: icmp_seq=925 ttl=64 time=27.1 ms
64 bytes from 129.70.141.143: icmp_seq=926 ttl=64 time=21.6 ms
64 bytes from 129.70.141.143: icmp_seq=927 ttl=64 time=12.9 ms
64 bytes from 129.70.141.143: icmp_seq=928 ttl=64 time=71.4 ms
64 bytes from 129.70.141.143: icmp_seq=929 ttl=64 time=16.6 ms
64 bytes from 129.70.141.143: icmp_seq=930 ttl=64 time=6.85 ms
64 bytes from 129.70.141.143: icmp_seq=931 ttl=64 time=6.11 ms
64 bytes from 129.70.141.143: icmp_seq=932 ttl=64 time=27.5 ms
64 bytes from 129.70.141.143: icmp_seq=933 ttl=64 time=10.4 ms
64 bytes from 129.70.141.143: icmp_seq=934 ttl=64 time=18.5 ms
64 bytes from 129.70.141.143: icmp_seq=935 ttl=64 time=8.51 ms
64 bytes from 129.70.141.143: icmp_seq=936 ttl=64 time=13.8 ms
64 bytes from 129.70.141.143: icmp_seq=937 ttl=64 time=12.7 ms
64 bytes from 129.70.141.143: icmp_seq=938 ttl=64 time=10.7 ms
64 bytes from 129.70.141.143: icmp_seq=939 ttl=64 time=17.2 ms
64 bytes from 129.70.141.143: icmp_seq=940 ttl=64 time=16.2 ms
64 bytes from 129.70.141.143: icmp_seq=941 ttl=64 time=13.9 ms
64 bytes from 129.70.141.143: icmp_seq=942 ttl=64 time=4.66 ms
64 bytes from 129.70.141.143: icmp_seq=943 ttl=64 time=18.9 ms
64 bytes from 129.70.141.143: icmp_seq=944 ttl=64 time=9.71 ms
64 bytes from 129.70.141.143: icmp_seq=945 ttl=64 time=7.85 ms
64 bytes from 129.70.141.143: icmp_seq=946 ttl=64 time=5.84 ms
64 bytes from 129.70.141.143: icmp_seq=947 ttl=64 time=4.30 ms
64 bytes from 129.70.141.143: icmp_seq=948 ttl=64 time=18.3 ms
64 bytes from 129.70.141.143: icmp_seq=949 ttl=64 time=17.0 ms
64 bytes from 129.70.141.143: icmp_seq=950 ttl=64 time=8.96 ms
64 bytes from 129.70.141.143: icmp_seq=951 ttl=64 time=15.6 ms
64 bytes from 129.70.141.143: icmp_seq=952 ttl=64 time=6.13 ms
64 bytes from 129.70.141.143: icmp_seq=953 ttl=64 time=12.6 ms
64 bytes from 129.70.141.143: icmp_seq=954 ttl=64 time=11.1 ms
64 bytes from 129.70.141.143: icmp_seq=955 ttl=64 time=17.6 ms
64 bytes from 129.70.141.143: icmp_seq=956 ttl=64 time=16.3 ms
64 bytes from 129.70.141.143: icmp_seq=957 ttl=64 time=14.8 ms
64 bytes from 129.70.141.143: icmp_seq=958 ttl=64 time=20.5 ms
64 bytes from 129.70.141.143: icmp_seq=959 ttl=64 time=4.29 ms
64 bytes from 129.70.141.143: icmp_seq=960 ttl=64 time=18.6 ms
64 bytes from 129.70.141.143: icmp_seq=961 ttl=64 time=8.85 ms
64 bytes from 129.70.141.143: icmp_seq=962 ttl=64 time=7.66 ms
64 bytes from 129.70.141.143: icmp_seq=963 ttl=64 time=12.3 ms
64 bytes from 129.70.141.143: icmp_seq=964 ttl=64 time=19.8 ms
64 bytes from 129.70.141.143: icmp_seq=965 ttl=64 time=17.9 ms
64 bytes from 129.70.141.143: icmp_seq=966 ttl=64 time=10.7 ms
64 bytes from 129.70.141.143: icmp_seq=967 ttl=64 time=15.1 ms
64 bytes from 129.70.141.143: icmp_seq=968 ttl=64 time=5.84 ms
64 bytes from 129.70.141.143: icmp_seq=969 ttl=64 time=3.81 ms
64 bytes from 129.70.141.143: icmp_seq=970 ttl=64 time=17.9 ms
64 bytes from 129.70.141.143: icmp_seq=971 ttl=64 time=8.54 ms
64 bytes from 129.70.141.143: icmp_seq=972 ttl=64 time=6.90 ms
64 bytes from 129.70.141.143: icmp_seq=973 ttl=64 time=14.0 ms
64 bytes from 129.70.141.143: icmp_seq=974 ttl=64 time=4.81 ms
64 bytes from 129.70.141.143: icmp_seq=975 ttl=64 time=10.7 ms
64 bytes from 129.70.141.143: icmp_seq=976 ttl=64 time=8.96 ms
64 bytes from 129.70.141.143: icmp_seq=977 ttl=64 time=8.12 ms
64 bytes from 129.70.141.143: icmp_seq=978 ttl=64 time=14.6 ms
64 bytes from 129.70.141.143: icmp_seq=980 ttl=64 time=12.9 ms
64 bytes from 129.70.141.143: icmp_seq=981 ttl=64 time=6.25 ms
64 bytes from 129.70.141.143: icmp_seq=982 ttl=64 time=13.2 ms
64 bytes from 129.70.141.143: icmp_seq=983 ttl=64 time=16.6 ms
64 bytes from 129.70.141.143: icmp_seq=984 ttl=64 time=12.2 ms
64 bytes from 129.70.141.143: icmp_seq=985 ttl=64 time=4.12 ms
64 bytes from 129.70.141.143: icmp_seq=986 ttl=64 time=18.6 ms
64 bytes from 129.70.141.143: icmp_seq=987 ttl=64 time=25.5 ms
64 bytes from 129.70.141.143: icmp_seq=988 ttl=64 time=18.6 ms
64 bytes from 129.70.141.143: icmp_seq=989 ttl=64 time=10.7 ms
64 bytes from 129.70.141.143: icmp_seq=990 ttl=64 time=15.7 ms
64 bytes from 129.70.141.143: icmp_seq=991 ttl=64 time=10.9 ms
64 bytes from 129.70.141.143: icmp_seq=992 ttl=64 time=25.3 ms
64 bytes from 129.70.141.143: icmp_seq=993 ttl=64 time=26.6 ms
64 bytes from 129.70.141.143: icmp_seq=994 ttl=64 time=11.3 ms
64 bytes from 129.70.141.143: icmp_seq=995 ttl=64 time=13.2 ms
64 bytes from 129.70.141.143: icmp_seq=996 ttl=64 time=17.6 ms
64 bytes from 129.70.141.143: icmp_seq=997 ttl=64 time=6.94 ms
64 bytes from 129.70.141.143: icmp_seq=998 ttl=64 time=12.5 ms
64 bytes from 129.70.141.143: icmp_seq=999 ttl=64 time=33.1 ms
64 bytes from 129.70.141.143: icmp_seq=1000 ttl=64 time=17.4 ms
64 bytes from 129.70.141.143: icmp_seq=1001 ttl=64 time=16.1 ms
64 bytes from 129.70.141.143: icmp_seq=1002 ttl=64 time=26.9 ms
64 bytes from 129.70.141.143: icmp_seq=1003 ttl=64 time=14.1 ms
64 bytes from 129.70.141.143: icmp_seq=1004 ttl=64 time=5.24 ms
64 bytes from 129.70.141.143: icmp_seq=1005 ttl=64 time=11.1 ms
64 bytes from 129.70.141.143: icmp_seq=1006 ttl=64 time=19.2 ms
64 bytes from 129.70.141.143: icmp_seq=1007 ttl=64 time=16.6 ms
64 bytes from 129.70.141.143: icmp_seq=1008 ttl=64 time=19.3 ms
64 bytes from 129.70.141.143: icmp_seq=1009 ttl=64 time=6.89 ms
64 bytes from 129.70.141.143: icmp_seq=1010 ttl=64 time=11.9 ms
64 bytes from 129.70.141.143: icmp_seq=1011 ttl=64 time=25.3 ms
64 bytes from 129.70.141.143: icmp_seq=1012 ttl=64 time=18.2 ms
64 bytes from 129.70.141.143: icmp_seq=1013 ttl=64 time=10.9 ms
64 bytes from 129.70.141.143: icmp_seq=1014 ttl=64 time=8.54 ms
64 bytes from 129.70.141.143: icmp_seq=1015 ttl=64 time=6.83 ms
64 bytes from 129.70.141.143: icmp_seq=1016 ttl=64 time=12.9 ms
64 bytes from 129.70.141.143: icmp_seq=1017 ttl=64 time=74.1 ms
64 bytes from 129.70.141.143: icmp_seq=1018 ttl=64 time=19.4 ms
64 bytes from 129.70.141.143: icmp_seq=1019 ttl=64 time=133 ms
64 bytes from 129.70.141.143: icmp_seq=1020 ttl=64 time=15.0 ms
64 bytes from 129.70.141.143: icmp_seq=1021 ttl=64 time=13.8 ms
64 bytes from 129.70.141.143: icmp_seq=1022 ttl=64 time=20.7 ms
64 bytes from 129.70.141.143: icmp_seq=1023 ttl=64 time=18.2 ms
64 bytes from 129.70.141.143: icmp_seq=1024 ttl=64 time=17.5 ms
64 bytes from 129.70.141.143: icmp_seq=1025 ttl=64 time=14.6 ms
64 bytes from 129.70.141.143: icmp_seq=1026 ttl=64 time=13.9 ms
64 bytes from 129.70.141.143: icmp_seq=1027 ttl=64 time=5.43 ms
64 bytes from 129.70.141.143: icmp_seq=1028 ttl=64 time=19.0 ms
64 bytes from 129.70.141.143: icmp_seq=1029 ttl=64 time=18.1 ms
64 bytes from 129.70.141.143: icmp_seq=1030 ttl=64 time=17.7 ms
64 bytes from 129.70.141.143: icmp_seq=1031 ttl=64 time=21.5 ms
64 bytes from 129.70.141.143: icmp_seq=1032 ttl=64 time=7.06 ms
64 bytes from 129.70.141.143: icmp_seq=1033 ttl=64 time=4.19 ms
64 bytes from 129.70.141.143: icmp_seq=1034 ttl=64 time=10.7 ms
64 bytes from 129.70.141.143: icmp_seq=1035 ttl=64 time=16.7 ms
64 bytes from 129.70.141.143: icmp_seq=1036 ttl=64 time=8.70 ms
64 bytes from 129.70.141.143: icmp_seq=1037 ttl=64 time=7.61 ms
64 bytes from 129.70.141.143: icmp_seq=1038 ttl=64 time=12.1 ms
64 bytes from 129.70.141.143: icmp_seq=1039 ttl=64 time=12.3 ms
64 bytes from 129.70.141.143: icmp_seq=1040 ttl=64 time=13.2 ms
64 bytes from 129.70.141.143: icmp_seq=1041 ttl=64 time=62.1 ms
64 bytes from 129.70.141.143: icmp_seq=1042 ttl=64 time=13.9 ms
64 bytes from 129.70.141.143: icmp_seq=1043 ttl=64 time=6.89 ms
64 bytes from 129.70.141.143: icmp_seq=1044 ttl=64 time=4.07 ms
64 bytes from 129.70.141.143: icmp_seq=1045 ttl=64 time=18.5 ms
64 bytes from 129.70.141.143: icmp_seq=1046 ttl=64 time=8.93 ms
64 bytes from 129.70.141.143: icmp_seq=1047 ttl=64 time=38.0 ms
64 bytes from 129.70.141.143: icmp_seq=1048 ttl=64 time=7.19 ms
64 bytes from 129.70.141.143: icmp_seq=1049 ttl=64 time=15.0 ms
64 bytes from 129.70.141.143: icmp_seq=1050 ttl=64 time=12.1 ms
64 bytes from 129.70.141.143: icmp_seq=1051 ttl=64 time=18.7 ms
64 bytes from 129.70.141.143: icmp_seq=1052 ttl=64 time=16.9 ms
64 bytes from 129.70.141.143: icmp_seq=1053 ttl=64 time=8.18 ms
64 bytes from 129.70.141.143: icmp_seq=1054 ttl=64 time=16.3 ms
64 bytes from 129.70.141.143: icmp_seq=1055 ttl=64 time=13.1 ms
64 bytes from 129.70.141.143: icmp_seq=1056 ttl=64 time=12.1 ms
64 bytes from 129.70.141.143: icmp_seq=1057 ttl=64 time=10.6 ms
64 bytes from 129.70.141.143: icmp_seq=1058 ttl=64 time=46.7 ms
64 bytes from 129.70.141.143: icmp_seq=1059 ttl=64 time=7.05 ms
64 bytes from 129.70.141.143: icmp_seq=1060 ttl=64 time=13.7 ms
64 bytes from 129.70.141.143: icmp_seq=1061 ttl=64 time=13.6 ms
64 bytes from 129.70.141.143: icmp_seq=1062 ttl=64 time=29.5 ms
64 bytes from 129.70.141.143: icmp_seq=1063 ttl=64 time=8.67 ms
64 bytes from 129.70.141.143: icmp_seq=1064 ttl=64 time=29.2 ms
64 bytes from 129.70.141.143: icmp_seq=1065 ttl=64 time=13.1 ms
64 bytes from 129.70.141.143: icmp_seq=1066 ttl=64 time=6.97 ms
64 bytes from 129.70.141.143: icmp_seq=1067 ttl=64 time=25.1 ms
64 bytes from 129.70.141.143: icmp_seq=1068 ttl=64 time=17.3 ms
64 bytes from 129.70.141.143: icmp_seq=1069 ttl=64 time=14.9 ms
64 bytes from 129.70.141.143: icmp_seq=1070 ttl=64 time=29.2 ms
64 bytes from 129.70.141.143: icmp_seq=1071 ttl=64 time=15.9 ms
64 bytes from 129.70.141.143: icmp_seq=1072 ttl=64 time=4.59 ms
64 bytes from 129.70.141.143: icmp_seq=1073 ttl=64 time=18.8 ms
64 bytes from 129.70.141.143: icmp_seq=1074 ttl=64 time=17.6 ms
64 bytes from 129.70.141.143: icmp_seq=1075 ttl=64 time=14.7 ms
64 bytes from 129.70.141.143: icmp_seq=1076 ttl=64 time=28.2 ms
64 bytes from 129.70.141.143: icmp_seq=1077 ttl=64 time=11.6 ms
64 bytes from 129.70.141.143: icmp_seq=1078 ttl=64 time=17.3 ms
64 bytes from 129.70.141.143: icmp_seq=1079 ttl=64 time=11.3 ms
64 bytes from 129.70.141.143: icmp_seq=1080 ttl=64 time=14.6 ms
64 bytes from 129.70.141.143: icmp_seq=1095 ttl=64 time=19.6 ms
64 bytes from 129.70.141.143: icmp_seq=1096 ttl=64 time=10.4 ms
64 bytes from 129.70.141.143: icmp_seq=1097 ttl=64 time=23.0 ms
64 bytes from 129.70.141.143: icmp_seq=1098 ttl=64 time=7.60 ms
64 bytes from 129.70.141.143: icmp_seq=1099 ttl=64 time=20.2 ms
64 bytes from 129.70.141.143: icmp_seq=1100 ttl=64 time=4.34 ms
64 bytes from 129.70.141.143: icmp_seq=1101 ttl=64 time=18.4 ms
64 bytes from 129.70.141.143: icmp_seq=1102 ttl=64 time=16.9 ms
64 bytes from 129.70.141.143: icmp_seq=1103 ttl=64 time=16.0 ms
64 bytes from 129.70.141.143: icmp_seq=1104 ttl=64 time=8.39 ms
64 bytes from 129.70.141.143: icmp_seq=1105 ttl=64 time=5.17 ms
64 bytes from 129.70.141.143: icmp_seq=1106 ttl=64 time=12.5 ms
64 bytes from 129.70.141.143: icmp_seq=1107 ttl=64 time=17.7 ms
64 bytes from 129.70.141.143: icmp_seq=1108 ttl=64 time=23.3 ms
64 bytes from 129.70.141.143: icmp_seq=1109 ttl=64 time=14.5 ms
64 bytes from 129.70.141.143: icmp_seq=1110 ttl=64 time=27.3 ms
64 bytes from 129.70.141.143: icmp_seq=1111 ttl=64 time=19.1 ms
64 bytes from 129.70.141.143: icmp_seq=1112 ttl=64 time=18.0 ms
64 bytes from 129.70.141.143: icmp_seq=1113 ttl=64 time=17.3 ms
64 bytes from 129.70.141.143: icmp_seq=1114 ttl=64 time=9.34 ms
64 bytes from 129.70.141.143: icmp_seq=1115 ttl=64 time=6.30 ms
64 bytes from 129.70.141.143: icmp_seq=1116 ttl=64 time=12.8 ms
64 bytes from 129.70.141.143: icmp_seq=1117 ttl=64 time=18.7 ms
64 bytes from 129.70.141.143: icmp_seq=1118 ttl=64 time=8.92 ms
64 bytes from 129.70.141.143: icmp_seq=1119 ttl=64 time=15.8 ms
64 bytes from 129.70.141.143: icmp_seq=1120 ttl=64 time=7.04 ms
64 bytes from 129.70.141.143: icmp_seq=1121 ttl=64 time=13.8 ms
64 bytes from 129.70.141.143: icmp_seq=1122 ttl=64 time=4.89 ms
64 bytes from 129.70.141.143: icmp_seq=1123 ttl=64 time=11.7 ms
64 bytes from 129.70.141.143: icmp_seq=1124 ttl=64 time=9.94 ms
64 bytes from 129.70.141.143: icmp_seq=1125 ttl=64 time=8.65 ms
64 bytes from 129.70.141.143: icmp_seq=1126 ttl=64 time=16.1 ms
64 bytes from 129.70.141.143: icmp_seq=1127 ttl=64 time=13.6 ms
64 bytes from 129.70.141.143: icmp_seq=1128 ttl=64 time=3.92 ms
64 bytes from 129.70.141.143: icmp_seq=1129 ttl=64 time=20.3 ms
64 bytes from 129.70.141.143: icmp_seq=1130 ttl=64 time=18.4 ms
64 bytes from 129.70.141.143: icmp_seq=1131 ttl=64 time=7.57 ms
64 bytes from 129.70.141.143: icmp_seq=1132 ttl=64 time=13.6 ms
64 bytes from 129.70.141.143: icmp_seq=1133 ttl=64 time=22.8 ms
64 bytes from 129.70.141.143: icmp_seq=1134 ttl=64 time=10.7 ms
64 bytes from 129.70.141.143: icmp_seq=1135 ttl=64 time=9.09 ms
64 bytes from 129.70.141.143: icmp_seq=1136 ttl=64 time=15.4 ms
64 bytes from 129.70.141.143: icmp_seq=1137 ttl=64 time=123 ms
64 bytes from 129.70.141.143: icmp_seq=1138 ttl=64 time=16.3 ms
64 bytes from 129.70.141.143: icmp_seq=1139 ttl=64 time=19.0 ms
64 bytes from 129.70.141.143: icmp_seq=1140 ttl=64 time=17.7 ms
64 bytes from 129.70.141.143: icmp_seq=1141 ttl=64 time=7.98 ms
64 bytes from 129.70.141.143: icmp_seq=1142 ttl=64 time=14.5 ms
64 bytes from 129.70.141.143: icmp_seq=1143 ttl=64 time=12.8 ms
64 bytes from 129.70.141.143: icmp_seq=1144 ttl=64 time=11.9 ms
64 bytes from 129.70.141.143: icmp_seq=1145 ttl=64 time=25.5 ms
64 bytes from 129.70.141.143: icmp_seq=1146 ttl=64 time=10.6 ms
64 bytes from 129.70.141.143: icmp_seq=1147 ttl=64 time=7.38 ms
64 bytes from 129.70.141.143: icmp_seq=1148 ttl=64 time=13.6 ms
64 bytes from 129.70.141.143: icmp_seq=1149 ttl=64 time=4.73 ms
64 bytes from 129.70.141.143: icmp_seq=1150 ttl=64 time=15.5 ms
64 bytes from 129.70.141.143: icmp_seq=1151 ttl=64 time=15.9 ms
64 bytes from 129.70.141.143: icmp_seq=1152 ttl=64 time=7.20 ms
64 bytes from 129.70.141.143: icmp_seq=1153 ttl=64 time=12.4 ms
64 bytes from 129.70.141.143: icmp_seq=1154 ttl=64 time=12.3 ms
64 bytes from 129.70.141.143: icmp_seq=1155 ttl=64 time=18.5 ms
64 bytes from 129.70.141.143: icmp_seq=1156 ttl=64 time=8.89 ms
64 bytes from 129.70.141.143: icmp_seq=1157 ttl=64 time=14.7 ms
64 bytes from 129.70.141.143: icmp_seq=1158 ttl=64 time=12.7 ms
64 bytes from 129.70.141.143: icmp_seq=1159 ttl=64 time=18.8 ms
64 bytes from 129.70.141.143: icmp_seq=1160 ttl=64 time=17.2 ms
64 bytes from 129.70.141.143: icmp_seq=1161 ttl=64 time=15.5 ms
64 bytes from 129.70.141.143: icmp_seq=1162 ttl=64 time=7.81 ms
64 bytes from 129.70.141.143: icmp_seq=1163 ttl=64 time=11.9 ms
64 bytes from 129.70.141.143: icmp_seq=1164 ttl=64 time=17.6 ms
64 bytes from 129.70.141.143: icmp_seq=1165 ttl=64 time=15.9 ms
64 bytes from 129.70.141.143: icmp_seq=1166 ttl=64 time=6.87 ms
64 bytes from 129.70.141.143: icmp_seq=1167 ttl=64 time=6.10 ms
64 bytes from 129.70.141.143: icmp_seq=1168 ttl=64 time=4.67 ms
64 bytes from 129.70.141.143: icmp_seq=1169 ttl=64 time=17.4 ms
64 bytes from 129.70.141.143: icmp_seq=1170 ttl=64 time=15.9 ms
64 bytes from 129.70.141.143: icmp_seq=1171 ttl=64 time=8.67 ms
64 bytes from 129.70.141.143: icmp_seq=1172 ttl=64 time=6.23 ms
64 bytes from 129.70.141.143: icmp_seq=1173 ttl=64 time=27.1 ms
64 bytes from 129.70.141.143: icmp_seq=1174 ttl=64 time=17.2 ms
64 bytes from 129.70.141.143: icmp_seq=1175 ttl=64 time=9.85 ms
64 bytes from 129.70.141.143: icmp_seq=1190 ttl=64 time=29.7 ms
64 bytes from 129.70.141.143: icmp_seq=1191 ttl=64 time=16.5 ms
64 bytes from 129.70.141.143: icmp_seq=1198 ttl=64 time=40.1 ms
64 bytes from 129.70.141.143: icmp_seq=1199 ttl=64 time=16.5 ms
64 bytes from 129.70.141.143: icmp_seq=1200 ttl=64 time=15.5 ms
64 bytes from 129.70.141.143: icmp_seq=1201 ttl=64 time=6.04 ms
64 bytes from 129.70.141.143: icmp_seq=1202 ttl=64 time=6.67 ms
64 bytes from 129.70.141.143: icmp_seq=1203 ttl=64 time=4.03 ms
64 bytes from 129.70.141.143: icmp_seq=1204 ttl=64 time=10.7 ms
64 bytes from 129.70.141.143: icmp_seq=1205 ttl=64 time=9.06 ms
64 bytes from 129.70.141.143: icmp_seq=1206 ttl=64 time=16.3 ms
64 bytes from 129.70.141.143: icmp_seq=1207 ttl=64 time=6.84 ms
64 bytes from 129.70.141.143: icmp_seq=1208 ttl=64 time=13.4 ms
64 bytes from 129.70.141.143: icmp_seq=1209 ttl=64 time=5.37 ms
64 bytes from 129.70.141.143: icmp_seq=1210 ttl=64 time=17.6 ms
64 bytes from 129.70.141.143: icmp_seq=1211 ttl=64 time=10.5 ms
64 bytes from 129.70.141.143: icmp_seq=1212 ttl=64 time=14.5 ms
64 bytes from 129.70.141.143: icmp_seq=1213 ttl=64 time=20.8 ms
64 bytes from 129.70.141.143: icmp_seq=1214 ttl=64 time=11.1 ms
64 bytes from 129.70.141.143: icmp_seq=1215 ttl=64 time=21.7 ms
64 bytes from 129.70.141.143: icmp_seq=1216 ttl=64 time=8.27 ms
64 bytes from 129.70.141.143: icmp_seq=1217 ttl=64 time=17.6 ms
64 bytes from 129.70.141.143: icmp_seq=1218 ttl=64 time=13.7 ms
64 bytes from 129.70.141.143: icmp_seq=1219 ttl=64 time=5.51 ms
64 bytes from 129.70.141.143: icmp_seq=1220 ttl=64 time=10.8 ms
64 bytes from 129.70.141.143: icmp_seq=1221 ttl=64 time=17.1 ms
64 bytes from 129.70.141.143: icmp_seq=1222 ttl=64 time=14.8 ms
64 bytes from 129.70.141.143: icmp_seq=1223 ttl=64 time=7.37 ms
64 bytes from 129.70.141.143: icmp_seq=1224 ttl=64 time=12.3 ms
64 bytes from 129.70.141.143: icmp_seq=1225 ttl=64 time=18.8 ms
64 bytes from 129.70.141.143: icmp_seq=1226 ttl=64 time=16.9 ms
64 bytes from 129.70.141.143: icmp_seq=1227 ttl=64 time=8.14 ms
64 bytes from 129.70.141.143: icmp_seq=1228 ttl=64 time=16.7 ms
64 bytes from 129.70.141.143: icmp_seq=1229 ttl=64 time=6.42 ms
64 bytes from 129.70.141.143: icmp_seq=1230 ttl=64 time=12.6 ms
64 bytes from 129.70.141.143: icmp_seq=1231 ttl=64 time=65.6 ms
64 bytes from 129.70.141.143: icmp_seq=1232 ttl=64 time=9.39 ms
64 bytes from 129.70.141.143: icmp_seq=1233 ttl=64 time=16.2 ms
64 bytes from 129.70.141.143: icmp_seq=1234 ttl=64 time=11.4 ms
64 bytes from 129.70.141.143: icmp_seq=1235 ttl=64 time=13.5 ms
64 bytes from 129.70.141.143: icmp_seq=1236 ttl=64 time=11.8 ms
64 bytes from 129.70.141.143: icmp_seq=1237 ttl=64 time=24.7 ms
64 bytes from 129.70.141.143: icmp_seq=1238 ttl=64 time=15.9 ms
64 bytes from 129.70.141.143: icmp_seq=1239 ttl=64 time=14.1 ms
64 bytes from 129.70.141.143: icmp_seq=1240 ttl=64 time=5.56 ms
64 bytes from 129.70.141.143: icmp_seq=1241 ttl=64 time=11.8 ms
