PING 129.70.141.143 (129.70.141.143) 56(84) bytes of data.
64 bytes from 129.70.141.142: icmp_seq=240 ttl=64 time=6.46 ms
64 bytes from 129.70.141.142: icmp_seq=241 ttl=64 time=4.60 ms
64 bytes from 129.70.141.142: icmp_seq=242 ttl=64 time=10.6 ms
64 bytes from 129.70.141.142: icmp_seq=243 ttl=64 time=31.2 ms
64 bytes from 129.70.141.142: icmp_seq=244 ttl=64 time=319 ms
64 bytes from 129.70.141.142: icmp_seq=245 ttl=64 time=264 ms
64 bytes from 129.70.141.142: icmp_seq=246 ttl=64 time=162 ms
64 bytes from 129.70.141.142: icmp_seq=247 ttl=64 time=21.9 ms
64 bytes from 129.70.141.142: icmp_seq=248 ttl=64 time=11.8 ms
64 bytes from 129.70.141.142: icmp_seq=249 ttl=64 time=17.4 ms
64 bytes from 129.70.141.142: icmp_seq=250 ttl=64 time=8.77 ms
64 bytes from 129.70.141.142: icmp_seq=251 ttl=64 time=6.28 ms
64 bytes from 129.70.141.142: icmp_seq=252 ttl=64 time=12.6 ms
64 bytes from 129.70.141.142: icmp_seq=253 ttl=64 time=11.8 ms
64 bytes from 129.70.141.142: icmp_seq=254 ttl=64 time=9.50 ms
64 bytes from 129.70.141.142: icmp_seq=255 ttl=64 time=7.59 ms
64 bytes from 129.70.141.142: icmp_seq=256 ttl=64 time=6.22 ms
64 bytes from 129.70.141.142: icmp_seq=257 ttl=64 time=9.41 ms
64 bytes from 129.70.141.142: icmp_seq=258 ttl=64 time=19.2 ms
64 bytes from 129.70.141.142: icmp_seq=259 ttl=64 time=9.59 ms
64 bytes from 129.70.141.142: icmp_seq=260 ttl=64 time=16.0 ms
64 bytes from 129.70.141.142: icmp_seq=261 ttl=64 time=14.5 ms
64 bytes from 129.70.141.142: icmp_seq=262 ttl=64 time=12.9 ms
64 bytes from 129.70.141.142: icmp_seq=263 ttl=64 time=32.6 ms
64 bytes from 129.70.141.142: icmp_seq=264 ttl=64 time=10.2 ms
64 bytes from 129.70.141.142: icmp_seq=265 ttl=64 time=16.3 ms
64 bytes from 129.70.141.142: icmp_seq=266 ttl=64 time=14.9 ms
64 bytes from 129.70.141.142: icmp_seq=267 ttl=64 time=6.23 ms
64 bytes from 129.70.141.142: icmp_seq=268 ttl=64 time=12.7 ms
64 bytes from 129.70.141.142: icmp_seq=269 ttl=64 time=18.6 ms
64 bytes from 129.70.141.142: icmp_seq=270 ttl=64 time=9.15 ms
64 bytes from 129.70.141.142: icmp_seq=271 ttl=64 time=16.2 ms
64 bytes from 129.70.141.142: icmp_seq=272 ttl=64 time=6.18 ms
64 bytes from 129.70.141.142: icmp_seq=273 ttl=64 time=4.97 ms
64 bytes from 129.70.141.142: icmp_seq=274 ttl=64 time=19.4 ms
64 bytes from 129.70.141.142: icmp_seq=275 ttl=64 time=11.0 ms
64 bytes from 129.70.141.142: icmp_seq=276 ttl=64 time=16.8 ms
64 bytes from 129.70.141.142: icmp_seq=277 ttl=64 time=22.0 ms
64 bytes from 129.70.141.142: icmp_seq=278 ttl=64 time=14.2 ms
64 bytes from 129.70.141.142: icmp_seq=279 ttl=64 time=12.8 ms
64 bytes from 129.70.141.142: icmp_seq=280 ttl=64 time=11.0 ms
64 bytes from 129.70.141.142: icmp_seq=281 ttl=64 time=9.20 ms
64 bytes from 129.70.141.142: icmp_seq=282 ttl=64 time=8.20 ms
64 bytes from 129.70.141.142: icmp_seq=283 ttl=64 time=6.69 ms
64 bytes from 129.70.141.142: icmp_seq=284 ttl=64 time=19.1 ms
64 bytes from 129.70.141.142: icmp_seq=285 ttl=64 time=19.1 ms
64 bytes from 129.70.141.142: icmp_seq=286 ttl=64 time=18.2 ms
64 bytes from 129.70.141.142: icmp_seq=287 ttl=64 time=9.13 ms
64 bytes from 129.70.141.142: icmp_seq=288 ttl=64 time=19.6 ms
64 bytes from 129.70.141.142: icmp_seq=289 ttl=64 time=13.7 ms
64 bytes from 129.70.141.142: icmp_seq=290 ttl=64 time=12.2 ms
64 bytes from 129.70.141.142: icmp_seq=291 ttl=64 time=58.8 ms
64 bytes from 129.70.141.142: icmp_seq=292 ttl=64 time=8.56 ms
64 bytes from 129.70.141.142: icmp_seq=293 ttl=64 time=6.99 ms
64 bytes from 129.70.141.142: icmp_seq=294 ttl=64 time=5.82 ms
64 bytes from 129.70.141.142: icmp_seq=295 ttl=64 time=19.4 ms
64 bytes from 129.70.141.142: icmp_seq=296 ttl=64 time=17.9 ms
64 bytes from 129.70.141.142: icmp_seq=297 ttl=64 time=15.8 ms
64 bytes from 129.70.141.142: icmp_seq=298 ttl=64 time=15.7 ms
64 bytes from 129.70.141.142: icmp_seq=299 ttl=64 time=13.1 ms
64 bytes from 129.70.141.142: icmp_seq=300 ttl=64 time=4.63 ms
64 bytes from 129.70.141.142: icmp_seq=301 ttl=64 time=17.6 ms
64 bytes from 129.70.141.142: icmp_seq=302 ttl=64 time=18.1 ms
64 bytes from 129.70.141.142: icmp_seq=303 ttl=64 time=15.6 ms
64 bytes from 129.70.141.142: icmp_seq=304 ttl=64 time=15.3 ms
64 bytes from 129.70.141.142: icmp_seq=305 ttl=64 time=12.5 ms
64 bytes from 129.70.141.142: icmp_seq=306 ttl=64 time=18.5 ms
64 bytes from 129.70.141.142: icmp_seq=307 ttl=64 time=17.2 ms
64 bytes from 129.70.141.142: icmp_seq=308 ttl=64 time=31.4 ms
64 bytes from 129.70.141.142: icmp_seq=309 ttl=64 time=14.3 ms
64 bytes from 129.70.141.142: icmp_seq=310 ttl=64 time=12.7 ms
64 bytes from 129.70.141.142: icmp_seq=311 ttl=64 time=18.8 ms
64 bytes from 129.70.141.142: icmp_seq=312 ttl=64 time=17.8 ms
64 bytes from 129.70.141.142: icmp_seq=313 ttl=64 time=16.0 ms
64 bytes from 129.70.141.142: icmp_seq=314 ttl=64 time=15.1 ms
64 bytes from 129.70.141.142: icmp_seq=315 ttl=64 time=6.09 ms
64 bytes from 129.70.141.142: icmp_seq=316 ttl=64 time=43.5 ms
64 bytes from 129.70.141.142: icmp_seq=317 ttl=64 time=18.9 ms
64 bytes from 129.70.141.142: icmp_seq=318 ttl=64 time=17.3 ms
64 bytes from 129.70.141.142: icmp_seq=319 ttl=64 time=8.88 ms
64 bytes from 129.70.141.142: icmp_seq=320 ttl=64 time=15.6 ms
64 bytes from 129.70.141.142: icmp_seq=321 ttl=64 time=14.2 ms
64 bytes from 129.70.141.142: icmp_seq=322 ttl=64 time=4.59 ms
64 bytes from 129.70.141.142: icmp_seq=323 ttl=64 time=10.7 ms
64 bytes from 129.70.141.142: icmp_seq=324 ttl=64 time=22.9 ms
64 bytes from 129.70.141.142: icmp_seq=325 ttl=64 time=7.18 ms
64 bytes from 129.70.141.142: icmp_seq=326 ttl=64 time=13.7 ms
64 bytes from 129.70.141.142: icmp_seq=327 ttl=64 time=11.4 ms
64 bytes from 129.70.141.142: icmp_seq=328 ttl=64 time=25.2 ms
64 bytes from 129.70.141.142: icmp_seq=330 ttl=64 time=15.5 ms
64 bytes from 129.70.141.142: icmp_seq=331 ttl=64 time=6.46 ms
From 129.70.141.142 icmp_seq=382 Destination Host Unreachable
From 129.70.141.142 icmp_seq=383 Destination Host Unreachable
From 129.70.141.142 icmp_seq=384 Destination Host Unreachable
From 129.70.141.142 icmp_seq=385 Destination Host Unreachable
From 129.70.141.142 icmp_seq=386 Destination Host Unreachable
From 129.70.141.142 icmp_seq=387 Destination Host Unreachable
From 129.70.141.142 icmp_seq=388 Destination Host Unreachable
From 129.70.141.142 icmp_seq=389 Destination Host Unreachable
From 129.70.141.142 icmp_seq=390 Destination Host Unreachable
From 129.70.141.142 icmp_seq=391 Destination Host Unreachable
From 129.70.141.142 icmp_seq=392 Destination Host Unreachable
From 129.70.141.142 icmp_seq=393 Destination Host Unreachable
From 129.70.141.142 icmp_seq=394 Destination Host Unreachable
From 129.70.141.142 icmp_seq=395 Destination Host Unreachable
From 129.70.141.142 icmp_seq=396 Destination Host Unreachable
From 129.70.141.142 icmp_seq=397 Destination Host Unreachable
From 129.70.141.142 icmp_seq=398 Destination Host Unreachable
From 129.70.141.142 icmp_seq=399 Destination Host Unreachable
From 129.70.141.142 icmp_seq=400 Destination Host Unreachable
From 129.70.141.142 icmp_seq=401 Destination Host Unreachable
From 129.70.141.142 icmp_seq=402 Destination Host Unreachable
From 129.70.141.142 icmp_seq=403 Destination Host Unreachable
From 129.70.141.142 icmp_seq=404 Destination Host Unreachable
From 129.70.141.142 icmp_seq=405 Destination Host Unreachable
From 129.70.141.142 icmp_seq=406 Destination Host Unreachable
From 129.70.141.142 icmp_seq=407 Destination Host Unreachable
From 129.70.141.142 icmp_seq=408 Destination Host Unreachable
From 129.70.141.142 icmp_seq=409 Destination Host Unreachable
From 129.70.141.142 icmp_seq=410 Destination Host Unreachable
From 129.70.141.142 icmp_seq=411 Destination Host Unreachable
From 129.70.141.142 icmp_seq=412 Destination Host Unreachable
From 129.70.141.142 icmp_seq=413 Destination Host Unreachable
From 129.70.141.142 icmp_seq=414 Destination Host Unreachable
From 129.70.141.142 icmp_seq=415 Destination Host Unreachable
From 129.70.141.142 icmp_seq=416 Destination Host Unreachable
From 129.70.141.142 icmp_seq=417 Destination Host Unreachable
From 129.70.141.142 icmp_seq=418 Destination Host Unreachable
From 129.70.141.142 icmp_seq=419 Destination Host Unreachable
From 129.70.141.142 icmp_seq=420 Destination Host Unreachable
From 129.70.141.142 icmp_seq=421 Destination Host Unreachable
From 129.70.141.142 icmp_seq=422 Destination Host Unreachable
From 129.70.141.142 icmp_seq=423 Destination Host Unreachable
From 129.70.141.142 icmp_seq=424 Destination Host Unreachable
From 129.70.141.142 icmp_seq=425 Destination Host Unreachable
From 129.70.141.142 icmp_seq=426 Destination Host Unreachable
From 129.70.141.142 icmp_seq=427 Destination Host Unreachable
From 129.70.141.142 icmp_seq=428 Destination Host Unreachable
From 129.70.141.142 icmp_seq=429 Destination Host Unreachable
From 129.70.141.142 icmp_seq=430 Destination Host Unreachable
From 129.70.141.142 icmp_seq=431 Destination Host Unreachable
From 129.70.141.142 icmp_seq=432 Destination Host Unreachable
From 129.70.141.142 icmp_seq=433 Destination Host Unreachable
From 129.70.141.142 icmp_seq=434 Destination Host Unreachable
From 129.70.141.142 icmp_seq=435 Destination Host Unreachable
From 129.70.141.142 icmp_seq=436 Destination Host Unreachable
From 129.70.141.142 icmp_seq=437 Destination Host Unreachable
From 129.70.141.142 icmp_seq=438 Destination Host Unreachable
From 129.70.141.142 icmp_seq=439 Destination Host Unreachable
From 129.70.141.142 icmp_seq=440 Destination Host Unreachable
From 129.70.141.142 icmp_seq=441 Destination Host Unreachable
From 129.70.141.142 icmp_seq=442 Destination Host Unreachable
From 129.70.141.142 icmp_seq=443 Destination Host Unreachable
From 129.70.141.142 icmp_seq=444 Destination Host Unreachable
From 129.70.141.142 icmp_seq=445 Destination Host Unreachable
From 129.70.141.142 icmp_seq=446 Destination Host Unreachable
From 129.70.141.142 icmp_seq=447 Destination Host Unreachable
From 129.70.141.142 icmp_seq=448 Destination Host Unreachable
From 129.70.141.142 icmp_seq=449 Destination Host Unreachable
From 129.70.141.142 icmp_seq=450 Destination Host Unreachable
From 129.70.141.142 icmp_seq=451 Destination Host Unreachable
From 129.70.141.142 icmp_seq=452 Destination Host Unreachable
From 129.70.141.142 icmp_seq=453 Destination Host Unreachable
From 129.70.141.142 icmp_seq=454 Destination Host Unreachable
From 129.70.141.142 icmp_seq=455 Destination Host Unreachable
From 129.70.141.142 icmp_seq=456 Destination Host Unreachable
From 129.70.141.142 icmp_seq=457 Destination Host Unreachable
From 129.70.141.142 icmp_seq=458 Destination Host Unreachable
From 129.70.141.142 icmp_seq=459 Destination Host Unreachable
From 129.70.141.142 icmp_seq=460 Destination Host Unreachable
From 129.70.141.142 icmp_seq=461 Destination Host Unreachable
From 129.70.141.142 icmp_seq=462 Destination Host Unreachable
From 129.70.141.142 icmp_seq=463 Destination Host Unreachable
From 129.70.141.142 icmp_seq=464 Destination Host Unreachable
From 129.70.141.142 icmp_seq=465 Destination Host Unreachable
From 129.70.141.142 icmp_seq=466 Destination Host Unreachable
From 129.70.141.142 icmp_seq=467 Destination Host Unreachable
From 129.70.141.142 icmp_seq=468 Destination Host Unreachable
64 bytes from 129.70.141.142: icmp_seq=469 ttl=64 time=1055 ms
64 bytes from 129.70.141.142: icmp_seq=470 ttl=64 time=49.6 ms
64 bytes from 129.70.141.142: icmp_seq=471 ttl=64 time=20.4 ms
64 bytes from 129.70.141.142: icmp_seq=472 ttl=64 time=15.7 ms
64 bytes from 129.70.141.142: icmp_seq=474 ttl=64 time=17.1 ms
64 bytes from 129.70.141.142: icmp_seq=475 ttl=64 time=13.4 ms
64 bytes from 129.70.141.142: icmp_seq=476 ttl=64 time=89.0 ms
64 bytes from 129.70.141.142: icmp_seq=477 ttl=64 time=12.3 ms
64 bytes from 129.70.141.142: icmp_seq=478 ttl=64 time=9.87 ms
64 bytes from 129.70.141.142: icmp_seq=479 ttl=64 time=8.81 ms
64 bytes from 129.70.141.142: icmp_seq=480 ttl=64 time=13.7 ms
64 bytes from 129.70.141.142: icmp_seq=481 ttl=64 time=25.5 ms
64 bytes from 129.70.141.142: icmp_seq=482 ttl=64 time=11.1 ms
64 bytes from 129.70.141.142: icmp_seq=483 ttl=64 time=118 ms
64 bytes from 129.70.141.142: icmp_seq=484 ttl=64 time=7.61 ms
64 bytes from 129.70.141.142: icmp_seq=485 ttl=64 time=13.4 ms
64 bytes from 129.70.141.142: icmp_seq=486 ttl=64 time=19.8 ms
64 bytes from 129.70.141.142: icmp_seq=487 ttl=64 time=18.0 ms
64 bytes from 129.70.141.142: icmp_seq=488 ttl=64 time=11.9 ms
64 bytes from 129.70.141.142: icmp_seq=489 ttl=64 time=9.15 ms
64 bytes from 129.70.141.142: icmp_seq=490 ttl=64 time=9.02 ms
64 bytes from 129.70.141.142: icmp_seq=491 ttl=64 time=43.1 ms
64 bytes from 129.70.141.142: icmp_seq=492 ttl=64 time=12.2 ms
64 bytes from 129.70.141.142: icmp_seq=493 ttl=64 time=18.8 ms
64 bytes from 129.70.141.142: icmp_seq=494 ttl=64 time=20.1 ms
64 bytes from 129.70.141.142: icmp_seq=495 ttl=64 time=15.6 ms
64 bytes from 129.70.141.142: icmp_seq=496 ttl=64 time=5.97 ms
64 bytes from 129.70.141.142: icmp_seq=497 ttl=64 time=19.9 ms
64 bytes from 129.70.141.142: icmp_seq=498 ttl=64 time=19.3 ms
64 bytes from 129.70.141.142: icmp_seq=499 ttl=64 time=18.1 ms
64 bytes from 129.70.141.142: icmp_seq=500 ttl=64 time=16.8 ms
64 bytes from 129.70.141.142: icmp_seq=501 ttl=64 time=15.8 ms
64 bytes from 129.70.141.142: icmp_seq=502 ttl=64 time=7.49 ms
64 bytes from 129.70.141.142: icmp_seq=503 ttl=64 time=12.3 ms
64 bytes from 129.70.141.142: icmp_seq=504 ttl=64 time=18.8 ms
64 bytes from 129.70.141.142: icmp_seq=505 ttl=64 time=17.2 ms
64 bytes from 129.70.141.142: icmp_seq=506 ttl=64 time=7.49 ms
64 bytes from 129.70.141.142: icmp_seq=507 ttl=64 time=6.14 ms
64 bytes from 129.70.141.142: icmp_seq=508 ttl=64 time=12.4 ms
64 bytes from 129.70.141.142: icmp_seq=509 ttl=64 time=11.1 ms
64 bytes from 129.70.141.142: icmp_seq=510 ttl=64 time=9.66 ms
64 bytes from 129.70.141.142: icmp_seq=511 ttl=64 time=7.78 ms
64 bytes from 129.70.141.142: icmp_seq=512 ttl=64 time=13.8 ms
64 bytes from 129.70.141.142: icmp_seq=513 ttl=64 time=19.4 ms
64 bytes from 129.70.141.142: icmp_seq=514 ttl=64 time=18.1 ms
64 bytes from 129.70.141.142: icmp_seq=515 ttl=64 time=10.2 ms
64 bytes from 129.70.141.142: icmp_seq=516 ttl=64 time=15.6 ms
64 bytes from 129.70.141.142: icmp_seq=517 ttl=64 time=14.2 ms
64 bytes from 129.70.141.142: icmp_seq=518 ttl=64 time=20.4 ms
64 bytes from 129.70.141.142: icmp_seq=519 ttl=64 time=23.2 ms
64 bytes from 129.70.141.142: icmp_seq=520 ttl=64 time=9.68 ms
64 bytes from 129.70.141.142: icmp_seq=521 ttl=64 time=16.5 ms
64 bytes from 129.70.141.142: icmp_seq=522 ttl=64 time=6.99 ms
64 bytes from 129.70.141.142: icmp_seq=523 ttl=64 time=5.17 ms
64 bytes from 129.70.141.142: icmp_seq=524 ttl=64 time=13.0 ms
64 bytes from 129.70.141.142: icmp_seq=525 ttl=64 time=19.6 ms
64 bytes from 129.70.141.142: icmp_seq=526 ttl=64 time=17.8 ms
64 bytes from 129.70.141.142: icmp_seq=527 ttl=64 time=11.6 ms
64 bytes from 129.70.141.142: icmp_seq=528 ttl=64 time=49.8 ms
64 bytes from 129.70.141.142: icmp_seq=529 ttl=64 time=8.36 ms
64 bytes from 129.70.141.142: icmp_seq=530 ttl=64 time=7.10 ms
64 bytes from 129.70.141.142: icmp_seq=531 ttl=64 time=5.63 ms
64 bytes from 129.70.141.142: icmp_seq=532 ttl=64 time=11.9 ms
64 bytes from 129.70.141.142: icmp_seq=533 ttl=64 time=18.4 ms
64 bytes from 129.70.141.142: icmp_seq=534 ttl=64 time=17.0 ms
64 bytes from 129.70.141.142: icmp_seq=535 ttl=64 time=22.5 ms
64 bytes from 129.70.141.142: icmp_seq=536 ttl=64 time=14.6 ms
64 bytes from 129.70.141.142: icmp_seq=537 ttl=64 time=4.95 ms
64 bytes from 129.70.141.142: icmp_seq=538 ttl=64 time=19.8 ms
64 bytes from 129.70.141.142: icmp_seq=539 ttl=64 time=16.6 ms
64 bytes from 129.70.141.142: icmp_seq=540 ttl=64 time=16.4 ms
64 bytes from 129.70.141.142: icmp_seq=541 ttl=64 time=13.9 ms
64 bytes from 129.70.141.142: icmp_seq=542 ttl=64 time=14.1 ms
64 bytes from 129.70.141.142: icmp_seq=543 ttl=64 time=23.3 ms
64 bytes from 129.70.141.142: icmp_seq=544 ttl=64 time=10.8 ms
64 bytes from 129.70.141.142: icmp_seq=545 ttl=64 time=16.3 ms
64 bytes from 129.70.141.142: icmp_seq=546 ttl=64 time=7.44 ms
64 bytes from 129.70.141.142: icmp_seq=547 ttl=64 time=44.7 ms
From 129.70.141.142 icmp_seq=597 Destination Host Unreachable
From 129.70.141.142 icmp_seq=598 Destination Host Unreachable
From 129.70.141.142 icmp_seq=599 Destination Host Unreachable
From 129.70.141.142 icmp_seq=600 Destination Host Unreachable
From 129.70.141.142 icmp_seq=601 Destination Host Unreachable
From 129.70.141.142 icmp_seq=602 Destination Host Unreachable
From 129.70.141.142 icmp_seq=603 Destination Host Unreachable
From 129.70.141.142 icmp_seq=604 Destination Host Unreachable
From 129.70.141.142 icmp_seq=605 Destination Host Unreachable
From 129.70.141.142 icmp_seq=606 Destination Host Unreachable
From 129.70.141.142 icmp_seq=607 Destination Host Unreachable
From 129.70.141.142 icmp_seq=608 Destination Host Unreachable
From 129.70.141.142 icmp_seq=609 Destination Host Unreachable
From 129.70.141.142 icmp_seq=610 Destination Host Unreachable
From 129.70.141.142 icmp_seq=611 Destination Host Unreachable
From 129.70.141.142 icmp_seq=612 Destination Host Unreachable
From 129.70.141.142 icmp_seq=613 Destination Host Unreachable
From 129.70.141.142 icmp_seq=614 Destination Host Unreachable
From 129.70.141.142 icmp_seq=615 Destination Host Unreachable
From 129.70.141.142 icmp_seq=616 Destination Host Unreachable
From 129.70.141.142 icmp_seq=617 Destination Host Unreachable
From 129.70.141.142 icmp_seq=618 Destination Host Unreachable
From 129.70.141.142 icmp_seq=619 Destination Host Unreachable
From 129.70.141.142 icmp_seq=620 Destination Host Unreachable
From 129.70.141.142 icmp_seq=621 Destination Host Unreachable
From 129.70.141.142 icmp_seq=622 Destination Host Unreachable
From 129.70.141.142 icmp_seq=623 Destination Host Unreachable
From 129.70.141.142 icmp_seq=624 Destination Host Unreachable
From 129.70.141.142 icmp_seq=625 Destination Host Unreachable
From 129.70.141.142 icmp_seq=626 Destination Host Unreachable
From 129.70.141.142 icmp_seq=627 Destination Host Unreachable
From 129.70.141.142 icmp_seq=628 Destination Host Unreachable
From 129.70.141.142 icmp_seq=629 Destination Host Unreachable
From 129.70.141.142 icmp_seq=630 Destination Host Unreachable
From 129.70.141.142 icmp_seq=631 Destination Host Unreachable
From 129.70.141.142 icmp_seq=632 Destination Host Unreachable
From 129.70.141.142 icmp_seq=633 Destination Host Unreachable
From 129.70.141.142 icmp_seq=634 Destination Host Unreachable
From 129.70.141.142 icmp_seq=635 Destination Host Unreachable
From 129.70.141.142 icmp_seq=636 Destination Host Unreachable
From 129.70.141.142 icmp_seq=637 Destination Host Unreachable
From 129.70.141.142 icmp_seq=638 Destination Host Unreachable
From 129.70.141.142 icmp_seq=639 Destination Host Unreachable
From 129.70.141.142 icmp_seq=640 Destination Host Unreachable
From 129.70.141.142 icmp_seq=641 Destination Host Unreachable
From 129.70.141.142 icmp_seq=642 Destination Host Unreachable
From 129.70.141.142 icmp_seq=643 Destination Host Unreachable
From 129.70.141.142 icmp_seq=644 Destination Host Unreachable
From 129.70.141.142 icmp_seq=645 Destination Host Unreachable
From 129.70.141.142 icmp_seq=646 Destination Host Unreachable
From 129.70.141.142 icmp_seq=647 Destination Host Unreachable
From 129.70.141.142 icmp_seq=648 Destination Host Unreachable
From 129.70.141.142 icmp_seq=649 Destination Host Unreachable
From 129.70.141.142 icmp_seq=650 Destination Host Unreachable
From 129.70.141.142 icmp_seq=651 Destination Host Unreachable
From 129.70.141.142 icmp_seq=652 Destination Host Unreachable
From 129.70.141.142 icmp_seq=653 Destination Host Unreachable
From 129.70.141.142 icmp_seq=654 Destination Host Unreachable
From 129.70.141.142 icmp_seq=655 Destination Host Unreachable
From 129.70.141.142 icmp_seq=656 Destination Host Unreachable
From 129.70.141.142 icmp_seq=657 Destination Host Unreachable
From 129.70.141.142 icmp_seq=658 Destination Host Unreachable
From 129.70.141.142 icmp_seq=659 Destination Host Unreachable
From 129.70.141.142 icmp_seq=660 Destination Host Unreachable
From 129.70.141.142 icmp_seq=661 Destination Host Unreachable
From 129.70.141.142 icmp_seq=662 Destination Host Unreachable
From 129.70.141.142 icmp_seq=663 Destination Host Unreachable
From 129.70.141.142 icmp_seq=664 Destination Host Unreachable
From 129.70.141.142 icmp_seq=665 Destination Host Unreachable
From 129.70.141.142 icmp_seq=666 Destination Host Unreachable
From 129.70.141.142 icmp_seq=667 Destination Host Unreachable
From 129.70.141.142 icmp_seq=668 Destination Host Unreachable
From 129.70.141.142 icmp_seq=669 Destination Host Unreachable
From 129.70.141.142 icmp_seq=670 Destination Host Unreachable
From 129.70.141.142 icmp_seq=671 Destination Host Unreachable
From 129.70.141.142 icmp_seq=672 Destination Host Unreachable
From 129.70.141.142 icmp_seq=673 Destination Host Unreachable
From 129.70.141.142 icmp_seq=674 Destination Host Unreachable
From 129.70.141.142 icmp_seq=675 Destination Host Unreachable
From 129.70.141.142 icmp_seq=676 Destination Host Unreachable
From 129.70.141.142 icmp_seq=677 Destination Host Unreachable
From 129.70.141.142 icmp_seq=678 Destination Host Unreachable
From 129.70.141.142 icmp_seq=679 Destination Host Unreachable
From 129.70.141.142 icmp_seq=680 Destination Host Unreachable
From 129.70.141.142 icmp_seq=681 Destination Host Unreachable
From 129.70.141.142 icmp_seq=682 Destination Host Unreachable
From 129.70.141.142 icmp_seq=683 Destination Host Unreachable
From 129.70.141.142 icmp_seq=684 Destination Host Unreachable
From 129.70.141.142 icmp_seq=685 Destination Host Unreachable
From 129.70.141.142 icmp_seq=686 Destination Host Unreachable
From 129.70.141.142 icmp_seq=687 Destination Host Unreachable
From 129.70.141.142 icmp_seq=688 Destination Host Unreachable
From 129.70.141.142 icmp_seq=689 Destination Host Unreachable
From 129.70.141.142 icmp_seq=690 Destination Host Unreachable
From 129.70.141.142 icmp_seq=691 Destination Host Unreachable
From 129.70.141.142 icmp_seq=692 Destination Host Unreachable
From 129.70.141.142 icmp_seq=693 Destination Host Unreachable
From 129.70.141.142 icmp_seq=694 Destination Host Unreachable
From 129.70.141.142 icmp_seq=695 Destination Host Unreachable
64 bytes from 129.70.141.142: icmp_seq=955 ttl=64 time=34.2 ms
64 bytes from 129.70.141.142: icmp_seq=956 ttl=64 time=16.7 ms
64 bytes from 129.70.141.142: icmp_seq=957 ttl=64 time=34.5 ms
64 bytes from 129.70.141.142: icmp_seq=958 ttl=64 time=13.1 ms
64 bytes from 129.70.141.142: icmp_seq=959 ttl=64 time=12.1 ms
64 bytes from 129.70.141.142: icmp_seq=960 ttl=64 time=21.5 ms
64 bytes from 129.70.141.142: icmp_seq=961 ttl=64 time=16.8 ms
64 bytes from 129.70.141.142: icmp_seq=962 ttl=64 time=17.3 ms
64 bytes from 129.70.141.142: icmp_seq=963 ttl=64 time=52.6 ms
64 bytes from 129.70.141.142: icmp_seq=964 ttl=64 time=14.1 ms
64 bytes from 129.70.141.142: icmp_seq=965 ttl=64 time=24.7 ms
64 bytes from 129.70.141.142: icmp_seq=966 ttl=64 time=10.8 ms
64 bytes from 129.70.141.142: icmp_seq=967 ttl=64 time=7.75 ms
64 bytes from 129.70.141.142: icmp_seq=968 ttl=64 time=147 ms
64 bytes from 129.70.141.142: icmp_seq=969 ttl=64 time=36.4 ms
64 bytes from 129.70.141.142: icmp_seq=970 ttl=64 time=19.4 ms
64 bytes from 129.70.141.142: icmp_seq=971 ttl=64 time=9.94 ms
64 bytes from 129.70.141.142: icmp_seq=972 ttl=64 time=17.0 ms
64 bytes from 129.70.141.142: icmp_seq=973 ttl=64 time=37.7 ms
64 bytes from 129.70.141.142: icmp_seq=974 ttl=64 time=13.7 ms
64 bytes from 129.70.141.142: icmp_seq=975 ttl=64 time=12.1 ms
64 bytes from 129.70.141.142: icmp_seq=976 ttl=64 time=10.8 ms
64 bytes from 129.70.141.142: icmp_seq=977 ttl=64 time=9.90 ms
64 bytes from 129.70.141.142: icmp_seq=978 ttl=64 time=8.03 ms
64 bytes from 129.70.141.142: icmp_seq=979 ttl=64 time=34.2 ms
64 bytes from 129.70.141.142: icmp_seq=980 ttl=64 time=5.28 ms
64 bytes from 129.70.141.142: icmp_seq=981 ttl=64 time=92.1 ms
64 bytes from 129.70.141.142: icmp_seq=982 ttl=64 time=18.2 ms
64 bytes from 129.70.141.142: icmp_seq=983 ttl=64 time=9.10 ms
64 bytes from 129.70.141.142: icmp_seq=984 ttl=64 time=24.0 ms
64 bytes from 129.70.141.142: icmp_seq=985 ttl=64 time=23.5 ms
64 bytes from 129.70.141.142: icmp_seq=986 ttl=64 time=52.5 ms
64 bytes from 129.70.141.142: icmp_seq=987 ttl=64 time=4.04 ms
64 bytes from 129.70.141.142: icmp_seq=988 ttl=64 time=11.3 ms
64 bytes from 129.70.141.142: icmp_seq=989 ttl=64 time=17.0 ms
64 bytes from 129.70.141.142: icmp_seq=990 ttl=64 time=22.7 ms
64 bytes from 129.70.141.142: icmp_seq=991 ttl=64 time=15.1 ms
64 bytes from 129.70.141.142: icmp_seq=992 ttl=64 time=15.0 ms
64 bytes from 129.70.141.142: icmp_seq=993 ttl=64 time=11.4 ms
64 bytes from 129.70.141.142: icmp_seq=994 ttl=64 time=11.9 ms
64 bytes from 129.70.141.142: icmp_seq=995 ttl=64 time=9.73 ms
64 bytes from 129.70.141.142: icmp_seq=996 ttl=64 time=14.8 ms
64 bytes from 129.70.141.142: icmp_seq=997 ttl=64 time=21.7 ms
64 bytes from 129.70.141.142: icmp_seq=998 ttl=64 time=12.1 ms
64 bytes from 129.70.141.142: icmp_seq=999 ttl=64 time=18.7 ms
64 bytes from 129.70.141.142: icmp_seq=1000 ttl=64 time=24.7 ms
