fpr,tpr,mr,filename
0.007051,0.683654,0.929091,sick_1_gmapping__particles_20_minimumScore_0.01_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_20_resolution_0.025.png
0.058179,0.913932,0.796424,sick_1_hector_mapping__map_resolution_0.1_map_size_96_map_update_distance_thresh_0.7_map_update_angle_thresh_0.5.pgm,gt_wallthickness_29_resolution_0.05.png
0.022220,0.749302,0.864997,sick_2_gmapping__particles_75_minimumScore_0.0_map_update_interval_2.0_delta_0.05.pgm,gt_wallthickness_28_resolution_0.025.png
0.070865,0.820018,0.817267,hokuyo_1_hector_mapping__map_resolution_0.1_map_size_96_map_update_distance_thresh_0.7_map_update_angle_thresh_0.9.pgm,gt_wallthickness_34_resolution_0.1.png
0.021366,0.626545,0.718657,sick_1_gmapping__particles_75_minimumScore_0.3_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_15_resolution_0.05.png
0.077127,0.709455,0.670447,hokuyo_1_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.1_map_update_angle_thresh_0.9.pgm,gt_wallthickness_33_resolution_0.1.png
0.075842,0.861402,0.812406,hokuyo_1_gmapping__particles_75_minimumScore_0.01_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_34_resolution_0.1.png
0.088917,0.725998,0.692156,hokuyo_2_gmapping__particles_50_minimumScore_0.01_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_37_resolution_0.025.png
0.086901,0.864336,0.731378,hokuyo_1_gmapping__particles_50_minimumScore_0.01_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_37_resolution_0.025.png
0.015679,0.410725,0.448809,sick_1_gmapping__particles_50_minimumScore_0.0_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_5_resolution_0.05.png
0.072643,0.893789,0.593916,sick_1_gmapping__particles_20_minimumScore_0.3_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_18_resolution_0.025.png
0.061721,0.886444,0.694892,hokuyo_2_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.1_map_update_angle_thresh_1.3.pgm,gt_wallthickness_20_resolution_0.025.png
0.064673,0.760353,0.641375,hokuyo_2_gmapping__particles_75_minimumScore_0.01_map_update_interval_5.0_delta_0.05.pgm,gt_wallthickness_20_resolution_0.025.png
0.077127,0.709455,0.670447,hokuyo_1_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.1_map_update_angle_thresh_0.5.pgm,gt_wallthickness_33_resolution_0.1.png
0.024164,0.606571,0.816977,hokuyo_1_gmapping__particles_75_minimumScore_0.3_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_28_resolution_0.025.png
0.060565,0.910610,0.768948,sick_2_gmapping__particles_50_minimumScore_0.01_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_33_resolution_0.1.png
0.007736,0.564208,0.915853,sick_2_gmapping__particles_50_minimumScore_0.01_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_20_resolution_0.025.png
0.058313,0.853074,0.848853,hokuyo_1_gmapping__particles_75_minimumScore_0.01_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_34_resolution_0.1.png
0.010665,0.597893,0.908551,sick_2_gmapping__particles_50_minimumScore_0.01_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_28_resolution_0.025.png
0.028413,0.686742,0.550450,sick_2_gmapping__particles_75_minimumScore_0.0_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_8_resolution_0.025.png
0.052154,0.551392,0.447272,hokuyo_2_gmapping__particles_50_minimumScore_0.01_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.043632,0.785759,0.598386,sick_1_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.7_map_update_angle_thresh_0.9.pgm,gt_wallthickness_11_resolution_0.025.png
0.044367,0.838253,0.696823,sick_2_gmapping__particles_20_minimumScore_0.0_map_update_interval_5.0_delta_0.05.pgm,gt_wallthickness_18_resolution_0.025.png
0.015538,0.598926,0.877480,hokuyo_1_gmapping__particles_20_minimumScore_0.01_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_28_resolution_0.025.png
0.008613,0.548167,0.867133,sick_2_gmapping__particles_50_minimumScore_0.0_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_15_resolution_0.05.png
0.029007,0.794196,0.693826,sick_1_gmapping__particles_75_minimumScore_0.3_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_11_resolution_0.025.png
0.095406,0.888003,0.703105,hokuyo_1_gmapping__particles_75_minimumScore_0.0_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_29_resolution_0.05.png
0.040357,0.913086,0.803821,sick_2_gmapping__particles_75_minimumScore_0.01_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_26_resolution_0.05.png
0.009508,0.478041,0.920075,sick_1_hector_mapping__map_resolution_0.025_map_size_384_map_update_distance_thresh_0.1_map_update_angle_thresh_1.3.pgm,gt_wallthickness_29_resolution_0.05.png
0.083983,0.925073,0.488901,sick_2_hector_mapping__map_resolution_0.1_map_size_96_map_update_distance_thresh_0.4_map_update_angle_thresh_0.5.pgm,gt_wallthickness_11_resolution_0.025.png
0.031542,0.614277,0.752531,hokuyo_1_gmapping__particles_20_minimumScore_0.3_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_26_resolution_0.05.png
0.030777,0.551457,0.737335,hokuyo_2_gmapping__particles_20_minimumScore_0.3_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_26_resolution_0.05.png
0.003330,0.516616,0.957541,sick_1_gmapping__particles_50_minimumScore_0.01_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_20_resolution_0.025.png
0.005832,0.732507,0.965722,sick_1_gmapping__particles_20_minimumScore_0.01_map_update_interval_2.0_delta_0.05.pgm,gt_wallthickness_34_resolution_0.025.png
0.053479,0.785954,0.598440,sick_2_gmapping__particles_50_minimumScore_0.3_map_update_interval_2.0_delta_0.05.pgm,gt_wallthickness_15_resolution_0.05.png
0.098274,0.918962,0.704332,hokuyo_2_hector_mapping__map_resolution_0.1_map_size_96_map_update_distance_thresh_0.7_map_update_angle_thresh_0.9.pgm,gt_wallthickness_29_resolution_0.05.png
0.034903,0.202412,0.334430,hokuyo_2_octopmapping_sensor_model_max_range_5_sensor_model_miss_0.45_sensor_model_hit_0.7_resolution_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.072549,0.871472,0.501123,sick_1_gmapping__particles_75_minimumScore_0.0_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_11_resolution_0.025.png
0.013673,0.465321,0.859707,hokuyo_2_gmapping__particles_50_minimumScore_0.0_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_28_resolution_0.025.png
0.077430,0.746919,0.712424,hokuyo_2_gmapping__particles_20_minimumScore_0.3_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_29_resolution_0.05.png
0.025955,0.585671,0.644840,sick_2_gmapping__particles_20_minimumScore_0.01_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.018433,0.577413,0.774267,sick_2_gmapping__particles_50_minimumScore_0.0_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_18_resolution_0.025.png
0.039398,0.734843,0.741906,hokuyo_2_gmapping__particles_50_minimumScore_0.01_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_20_resolution_0.025.png
0.023785,0.658455,0.649724,sick_2_gmapping__particles_75_minimumScore_0.3_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_22_resolution_0.1.png
0.060356,0.905556,0.706738,sick_2_gmapping__particles_20_minimumScore_0.3_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_20_resolution_0.025.png
0.003852,0.521364,0.966626,sick_1_hector_mapping__map_resolution_0.025_map_size_384_map_update_distance_thresh_0.7_map_update_angle_thresh_0.9.pgm,gt_wallthickness_29_resolution_0.05.png
0.021682,0.614379,0.661196,sick_2_hector_mapping__map_resolution_0.025_map_size_384_map_update_distance_thresh_0.7_map_update_angle_thresh_0.5.pgm,gt_wallthickness_22_resolution_0.1.png
0.051310,0.709368,0.679535,hokuyo_2_gmapping__particles_50_minimumScore_0.3_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_20_resolution_0.025.png
0.022640,0.715854,0.849179,sick_2_gmapping__particles_75_minimumScore_0.3_map_update_interval_5.0_delta_0.05.pgm,gt_wallthickness_26_resolution_0.05.png
0.024519,0.656027,0.686074,sick_2_gmapping__particles_50_minimumScore_0.3_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.006694,0.663433,0.931316,sick_1_gmapping__particles_75_minimumScore_0.0_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_20_resolution_0.025.png
0.079313,0.717507,0.700880,hokuyo_2_gmapping__particles_75_minimumScore_0.0_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_29_resolution_0.05.png
0.056587,0.858563,0.853549,hokuyo_1_gmapping__particles_20_minimumScore_0.0_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_34_resolution_0.1.png
0.024564,0.459360,0.736044,hokuyo_1_gmapping__particles_20_minimumScore_0.0_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_20_resolution_0.025.png
0.101318,0.929915,0.715471,hokuyo_1_hector_mapping__map_resolution_0.1_map_size_96_map_update_distance_thresh_0.4_map_update_angle_thresh_1.3.pgm,gt_wallthickness_37_resolution_0.025.png
0.060243,0.540361,0.574271,hokuyo_2_hector_mapping__map_resolution_0.025_map_size_384_map_update_distance_thresh_0.4_map_update_angle_thresh_1.3.pgm,gt_wallthickness_20_resolution_0.025.png
0.031999,0.541329,0.581936,hokuyo_2_gmapping__particles_50_minimumScore_0.3_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.077127,0.709455,0.670447,hokuyo_1_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.1_map_update_angle_thresh_1.3.pgm,gt_wallthickness_33_resolution_0.1.png
0.046392,0.727987,0.706277,hokuyo_2_gmapping__particles_20_minimumScore_0.01_map_update_interval_5.0_delta_0.05.pgm,gt_wallthickness_20_resolution_0.025.png
0.037796,0.596829,0.557340,hokuyo_1_gmapping__particles_75_minimumScore_0.0_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.019898,0.457574,0.729838,hokuyo_1_gmapping__particles_75_minimumScore_0.0_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_18_resolution_0.025.png
0.016180,0.702085,0.774095,sick_1_gmapping__particles_20_minimumScore_0.3_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.031323,0.734059,0.738049,sick_1_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.1_map_update_angle_thresh_0.9.pgm,gt_wallthickness_18_resolution_0.025.png
0.025230,0.898111,0.909282,sick_2_gmapping__particles_50_minimumScore_0.3_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_37_resolution_0.025.png
0.033236,0.681975,0.572806,sick_2_gmapping__particles_20_minimumScore_0.01_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_22_resolution_0.1.png
0.056351,0.885598,0.799668,sick_1_hector_mapping__map_resolution_0.1_map_size_96_map_update_distance_thresh_0.4_map_update_angle_thresh_0.9.pgm,gt_wallthickness_29_resolution_0.05.png
0.067435,0.854182,0.711935,sick_1_hector_mapping__map_resolution_0.1_map_size_96_map_update_distance_thresh_0.4_map_update_angle_thresh_1.3.pgm,gt_wallthickness_28_resolution_0.025.png
0.017291,0.556333,0.869460,hokuyo_1_gmapping__particles_50_minimumScore_0.0_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_33_resolution_0.1.png
0.071820,0.927228,0.691448,sick_1_gmapping__particles_50_minimumScore_0.3_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_26_resolution_0.05.png
0.034717,0.741789,0.806438,hokuyo_2_gmapping__particles_75_minimumScore_0.3_map_update_interval_2.0_delta_0.05.pgm,gt_wallthickness_28_resolution_0.025.png
0.083983,0.925073,0.488901,sick_2_hector_mapping__map_resolution_0.1_map_size_96_map_update_distance_thresh_0.4_map_update_angle_thresh_0.9.pgm,gt_wallthickness_11_resolution_0.025.png
0.063211,0.783262,0.808466,hokuyo_2_gmapping__particles_50_minimumScore_0.0_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_39_resolution_0.05.png
0.058356,0.709211,0.651725,hokuyo_2_gmapping__particles_50_minimumScore_0.01_map_update_interval_2.0_delta_0.05.pgm,gt_wallthickness_20_resolution_0.025.png
0.042057,0.902073,0.795260,sick_2_gmapping__particles_50_minimumScore_0.3_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_26_resolution_0.05.png
0.067152,0.899935,0.674740,sick_1_gmapping__particles_75_minimumScore_0.01_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_20_resolution_0.025.png
0.032461,0.694144,0.821996,hokuyo_2_gmapping__particles_75_minimumScore_0.3_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_33_resolution_0.1.png
0.101074,0.791875,0.663604,hokuyo_2_gmapping__particles_20_minimumScore_0.0_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_29_resolution_0.05.png
0.019631,0.499948,0.861088,hokuyo_2_gmapping__particles_75_minimumScore_0.01_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_37_resolution_0.025.png
0.074401,0.743000,0.697459,hokuyo_2_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.7_map_update_angle_thresh_1.3.pgm,gt_wallthickness_34_resolution_0.025.png
0.077277,0.793414,0.725153,hokuyo_2_gmapping__particles_50_minimumScore_0.01_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_29_resolution_0.05.png
0.062929,0.744197,0.730586,hokuyo_2_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.4_map_update_angle_thresh_0.9.pgm,gt_wallthickness_34_resolution_0.025.png
0.061179,0.630039,0.603196,hokuyo_2_gmapping__particles_75_minimumScore_0.01_map_update_interval_2.0_delta_0.05.pgm,gt_wallthickness_20_resolution_0.025.png
0.067367,0.801320,0.671498,hokuyo_1_gmapping__particles_20_minimumScore_0.3_map_update_interval_5.0_delta_0.05.pgm,gt_wallthickness_26_resolution_0.05.png
0.059892,0.808846,0.674809,hokuyo_1_gmapping__particles_20_minimumScore_0.3_map_update_interval_2.0_delta_0.05.pgm,gt_wallthickness_20_resolution_0.025.png
0.021009,0.605655,0.811166,hokuyo_1_gmapping__particles_50_minimumScore_0.3_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_20_resolution_0.025.png
0.129114,0.808085,0.430719,hokuyo_2_gmapping__particles_20_minimumScore_0.01_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_18_resolution_0.025.png
0.012038,0.523148,0.783582,sick_2_gmapping__particles_75_minimumScore_0.3_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.063224,0.354418,0.319897,hokuyo_2_hector_mapping__map_resolution_0.025_map_size_384_map_update_distance_thresh_0.1_map_update_angle_thresh_0.5.pgm,gt_wallthickness_11_resolution_0.025.png
0.004884,0.634841,0.947827,sick_1_gmapping__particles_75_minimumScore_0.0_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_20_resolution_0.025.png
0.038528,0.553552,0.663585,hokuyo_2_gmapping__particles_50_minimumScore_0.01_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_20_resolution_0.025.png
0.018253,0.686640,0.820698,sick_2_gmapping__particles_50_minimumScore_0.01_map_update_interval_5.0_delta_0.05.pgm,gt_wallthickness_18_resolution_0.025.png
0.043045,0.635947,0.822551,hokuyo_2_gmapping__particles_20_minimumScore_0.0_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_39_resolution_0.05.png
0.009560,0.624764,0.898384,sick_1_gmapping__particles_50_minimumScore_0.0_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_20_resolution_0.025.png
0.006811,0.628751,0.916380,sick_2_gmapping__particles_50_minimumScore_0.01_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_18_resolution_0.025.png
0.017243,0.378631,0.655612,sick_2_hector_mapping__map_resolution_0.025_map_size_384_map_update_distance_thresh_0.1_map_update_angle_thresh_1.3.pgm,gt_wallthickness_11_resolution_0.025.png
0.041024,0.841186,0.632270,sick_1_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.4_map_update_angle_thresh_0.5.pgm,gt_wallthickness_11_resolution_0.025.png
0.070865,0.820018,0.817267,hokuyo_1_hector_mapping__map_resolution_0.1_map_size_96_map_update_distance_thresh_0.7_map_update_angle_thresh_0.5.pgm,gt_wallthickness_34_resolution_0.1.png
0.051466,0.588517,0.538841,hokuyo_1_gmapping__particles_20_minimumScore_0.3_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_18_resolution_0.025.png
0.092290,0.891671,0.715864,hokuyo_1_hector_mapping__map_resolution_0.1_map_size_96_map_update_distance_thresh_0.1_map_update_angle_thresh_0.5.pgm,gt_wallthickness_29_resolution_0.05.png
0.029619,0.555741,0.466661,sick_2_gmapping__particles_75_minimumScore_0.3_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_8_resolution_0.025.png
0.034091,0.737597,0.888669,hokuyo_1_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.7_map_update_angle_thresh_0.9.pgm,gt_wallthickness_34_resolution_0.1.png
0.092452,0.736389,0.673728,hokuyo_2_gmapping__particles_75_minimumScore_0.01_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_29_resolution_0.05.png
0.022867,0.585725,0.791767,hokuyo_1_gmapping__particles_75_minimumScore_0.01_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_20_resolution_0.025.png
0.029669,0.837095,0.876893,sick_1_gmapping__particles_20_minimumScore_0.01_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_29_resolution_0.05.png
0.011890,0.601205,0.878351,sick_1_gmapping__particles_20_minimumScore_0.3_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_26_resolution_0.05.png
0.043328,0.662620,0.784890,hokuyo_2_gmapping__particles_20_minimumScore_0.0_map_update_interval_5.0_delta_0.05.pgm,gt_wallthickness_29_resolution_0.05.png
0.034832,0.822866,0.834796,sick_1_gmapping__particles_75_minimumScore_0.3_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_33_resolution_0.1.png
0.031563,0.809148,0.854765,hokuyo_1_gmapping__particles_20_minimumScore_0.3_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_34_resolution_0.025.png
0.031323,0.734059,0.738049,sick_1_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.1_map_update_angle_thresh_1.3.pgm,gt_wallthickness_18_resolution_0.025.png
0.009968,0.679377,0.930765,sick_2_gmapping__particles_50_minimumScore_0.0_map_update_interval_5.0_delta_0.05.pgm,gt_wallthickness_28_resolution_0.025.png
0.054120,0.738196,0.676022,hokuyo_1_gmapping__particles_50_minimumScore_0.0_map_update_interval_5.0_delta_0.05.pgm,gt_wallthickness_20_resolution_0.025.png
0.036429,0.568187,0.561450,hokuyo_1_gmapping__particles_20_minimumScore_0.01_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.063224,0.354418,0.319897,hokuyo_2_hector_mapping__map_resolution_0.025_map_size_384_map_update_distance_thresh_0.1_map_update_angle_thresh_0.9.pgm,gt_wallthickness_11_resolution_0.025.png
0.100160,0.890076,0.706870,hokuyo_1_gmapping__particles_75_minimumScore_0.3_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_37_resolution_0.025.png
0.017337,0.570287,0.737036,sick_2_hector_mapping__map_resolution_0.025_map_size_384_map_update_distance_thresh_0.4_map_update_angle_thresh_0.9.pgm,gt_wallthickness_11_resolution_0.025.png
0.033726,0.801732,0.744667,sick_2_gmapping__particles_20_minimumScore_0.01_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_18_resolution_0.025.png
0.041000,0.913506,0.800362,sick_2_gmapping__particles_50_minimumScore_0.01_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_26_resolution_0.05.png
0.023039,0.466496,0.863608,hokuyo_2_hector_mapping__map_resolution_0.025_map_size_384_map_update_distance_thresh_0.4_map_update_angle_thresh_0.9.pgm,gt_wallthickness_39_resolution_0.05.png
0.017243,0.378631,0.655612,sick_2_hector_mapping__map_resolution_0.025_map_size_384_map_update_distance_thresh_0.1_map_update_angle_thresh_0.5.pgm,gt_wallthickness_11_resolution_0.025.png
0.047986,0.699698,0.632603,hokuyo_2_gmapping__particles_20_minimumScore_0.3_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_18_resolution_0.025.png
0.022819,0.808028,0.875255,sick_2_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.4_map_update_angle_thresh_1.3.pgm,gt_wallthickness_28_resolution_0.025.png
0.057428,0.847896,0.636901,sick_1_gmapping__particles_75_minimumScore_0.0_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_18_resolution_0.025.png
0.073264,0.737109,0.774156,hokuyo_2_gmapping__particles_20_minimumScore_0.3_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_39_resolution_0.05.png
0.054479,0.877040,0.737961,sick_1_gmapping__particles_20_minimumScore_0.01_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_26_resolution_0.05.png
0.031667,0.480648,0.706856,hokuyo_2_gmapping__particles_75_minimumScore_0.0_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_26_resolution_0.05.png
0.046279,0.747047,0.710455,hokuyo_1_gmapping__particles_20_minimumScore_0.0_map_update_interval_2.0_delta_0.05.pgm,gt_wallthickness_20_resolution_0.025.png
0.009580,0.535526,0.859743,sick_1_gmapping__particles_75_minimumScore_0.0_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_18_resolution_0.025.png
0.035992,0.855762,0.856866,sick_1_gmapping__particles_75_minimumScore_0.3_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_29_resolution_0.05.png
0.037368,0.466289,0.500942,hokuyo_2_gmapping__particles_20_minimumScore_0.0_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.058601,0.423197,0.236871,hokuyo_2_gmapping__particles_20_minimumScore_0.0_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_8_resolution_0.025.png
0.019253,0.713498,0.756403,sick_2_gmapping__particles_20_minimumScore_0.0_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.083367,0.280702,0.098140,hokuyo_2_hector_mapping__map_resolution_0.025_map_size_384_map_update_distance_thresh_0.7_map_update_angle_thresh_1.3.pgm,gt_wallthickness_5_resolution_0.05.png
0.021293,0.568557,0.800299,hokuyo_1_gmapping__particles_50_minimumScore_0.01_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_20_resolution_0.025.png
0.098742,0.901710,0.776512,hokuyo_2_hector_mapping__map_resolution_0.1_map_size_96_map_update_distance_thresh_0.4_map_update_angle_thresh_1.3.pgm,gt_wallthickness_34_resolution_0.1.png
0.045746,0.675645,0.619954,hokuyo_1_gmapping__particles_75_minimumScore_0.3_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_18_resolution_0.025.png
0.030596,0.720097,0.649591,sick_2_gmapping__particles_20_minimumScore_0.3_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.069109,0.504050,0.338455,hokuyo_1_gmapping__particles_20_minimumScore_0.01_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.025587,0.908135,0.902375,sick_2_gmapping__particles_50_minimumScore_0.0_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_29_resolution_0.05.png
0.079157,0.877642,0.427874,sick_1_gmapping__particles_50_minimumScore_0.3_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_22_resolution_0.1.png
0.009220,0.518295,0.924228,hokuyo_2_gmapping__particles_20_minimumScore_0.01_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_34_resolution_0.025.png
0.105700,0.766501,0.563148,hokuyo_2_gmapping__particles_50_minimumScore_0.0_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_26_resolution_0.05.png
0.035425,0.873812,0.861327,sick_1_gmapping__particles_20_minimumScore_0.3_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_29_resolution_0.05.png
0.003780,0.729678,0.975897,sick_1_gmapping__particles_20_minimumScore_0.0_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_33_resolution_0.1.png
0.028388,0.722896,0.862313,hokuyo_1_gmapping__particles_50_minimumScore_0.3_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_29_resolution_0.05.png
0.008185,0.649747,0.920921,sick_2_gmapping__particles_75_minimumScore_0.01_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_20_resolution_0.025.png
0.051731,0.438715,0.610817,hokuyo_2_hector_mapping__map_resolution_0.025_map_size_384_map_update_distance_thresh_0.7_map_update_angle_thresh_0.9.pgm,gt_wallthickness_28_resolution_0.025.png
0.016441,0.636419,0.764875,sick_2_gmapping__particles_20_minimumScore_0.3_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.004966,0.522415,0.937477,sick_1_gmapping__particles_20_minimumScore_0.01_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_20_resolution_0.025.png
0.034764,0.615665,0.664438,hokuyo_1_gmapping__particles_50_minimumScore_0.3_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_18_resolution_0.025.png
0.018534,0.765980,0.875247,sick_1_gmapping__particles_50_minimumScore_0.3_map_update_interval_2.0_delta_0.05.pgm,gt_wallthickness_26_resolution_0.05.png
0.073692,0.866576,0.817615,hokuyo_1_gmapping__particles_20_minimumScore_0.01_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_34_resolution_0.1.png
0.017089,0.791876,0.875475,sick_1_gmapping__particles_50_minimumScore_0.3_map_update_interval_5.0_delta_0.05.pgm,gt_wallthickness_20_resolution_0.025.png
0.028940,0.723173,0.656670,sick_2_gmapping__particles_50_minimumScore_0.3_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.010226,0.521888,0.801486,sick_1_gmapping__particles_20_minimumScore_0.0_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.080468,0.710805,0.561317,hokuyo_2_gmapping__particles_20_minimumScore_0.01_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_20_resolution_0.025.png
0.056921,0.874805,0.712061,sick_2_gmapping__particles_20_minimumScore_0.3_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_20_resolution_0.025.png
0.049893,0.784794,0.779271,hokuyo_1_gmapping__particles_75_minimumScore_0.01_map_update_interval_2.0_delta_0.05.pgm,gt_wallthickness_34_resolution_0.025.png
0.021304,0.499955,0.840608,hokuyo_2_gmapping__particles_75_minimumScore_0.3_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_29_resolution_0.05.png
0.092290,0.891671,0.715864,hokuyo_1_hector_mapping__map_resolution_0.1_map_size_96_map_update_distance_thresh_0.1_map_update_angle_thresh_0.9.pgm,gt_wallthickness_29_resolution_0.05.png
