fpr,tpr,mr,filename
0.092290,0.891671,0.715864,hokuyo_1_hector_mapping__map_resolution_0.1_map_size_96_map_update_distance_thresh_0.1_map_update_angle_thresh_1.3.pgm,gt_wallthickness_29_resolution_0.05.png
0.056818,0.850031,0.698208,sick_1_gmapping__particles_50_minimumScore_0.3_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_20_resolution_0.025.png
0.023065,0.603615,0.825528,hokuyo_1_gmapping__particles_20_minimumScore_0.3_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_28_resolution_0.025.png
0.010988,0.735718,0.919726,sick_1_gmapping__particles_75_minimumScore_0.01_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_26_resolution_0.05.png
0.043632,0.785759,0.598386,sick_1_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.7_map_update_angle_thresh_0.5.pgm,gt_wallthickness_11_resolution_0.025.png
0.055602,0.901094,0.757079,sick_1_gmapping__particles_75_minimumScore_0.3_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_28_resolution_0.025.png
0.039896,0.731987,0.817600,hokuyo_2_gmapping__particles_75_minimumScore_0.0_map_update_interval_5.0_delta_0.05.pgm,gt_wallthickness_29_resolution_0.05.png
0.014362,0.631537,0.847498,sick_1_gmapping__particles_50_minimumScore_0.0_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_20_resolution_0.025.png
0.028722,0.207136,0.384262,hokuyo_2_octopmapping_sensor_model_max_range_5_sensor_model_miss_0.4_sensor_model_hit_0.8_resolution_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.041854,0.898832,0.811021,sick_2_gmapping__particles_75_minimumScore_0.3_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_28_resolution_0.025.png
0.023920,0.625750,0.467020,sick_2_gmapping__particles_50_minimumScore_0.0_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_5_resolution_0.05.png
0.020811,0.600140,0.697163,sick_2_gmapping__particles_75_minimumScore_0.0_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.040038,0.898833,0.863204,sick_2_gmapping__particles_75_minimumScore_0.0_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_37_resolution_0.025.png
0.008358,0.637418,0.911610,sick_1_gmapping__particles_75_minimumScore_0.01_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_20_resolution_0.025.png
0.034185,0.821611,0.663668,sick_1_gmapping__particles_50_minimumScore_0.01_map_update_interval_2.0_delta_0.05.pgm,gt_wallthickness_11_resolution_0.025.png
0.045472,0.446809,0.385714,hokuyo_2_gmapping__particles_20_minimumScore_0.0_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_22_resolution_0.1.png
0.018097,0.661986,0.749322,sick_2_gmapping__particles_75_minimumScore_0.01_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.065387,0.862523,0.610700,sick_1_gmapping__particles_75_minimumScore_0.0_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_18_resolution_0.025.png
0.066626,0.744582,0.718209,hokuyo_2_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.7_map_update_angle_thresh_0.5.pgm,gt_wallthickness_34_resolution_0.025.png
0.059279,0.744374,0.649546,hokuyo_2_gmapping__particles_75_minimumScore_0.3_map_update_interval_5.0_delta_0.05.pgm,gt_wallthickness_20_resolution_0.025.png
0.114428,0.937615,0.498461,sick_2_gmapping__particles_50_minimumScore_0.0_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_18_resolution_0.025.png
0.010431,0.644970,0.892887,sick_1_gmapping__particles_20_minimumScore_0.3_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_20_resolution_0.025.png
0.043435,0.608647,0.528419,hokuyo_1_gmapping__particles_75_minimumScore_0.3_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.025050,0.729495,0.593417,sick_2_gmapping__particles_20_minimumScore_0.01_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_8_resolution_0.025.png
0.061984,0.886306,0.688688,sick_1_gmapping__particles_50_minimumScore_0.0_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_20_resolution_0.025.png
0.089731,0.878771,0.766528,hokuyo_1_gmapping__particles_75_minimumScore_0.0_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_39_resolution_0.05.png
0.042169,0.736864,0.818499,hokuyo_1_gmapping__particles_20_minimumScore_0.0_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_37_resolution_0.025.png
0.058042,0.903003,0.714130,sick_2_gmapping__particles_20_minimumScore_0.0_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_20_resolution_0.025.png
0.033208,0.836896,0.726040,sick_2_gmapping__particles_20_minimumScore_0.01_map_update_interval_5.0_delta_0.05.pgm,gt_wallthickness_15_resolution_0.05.png
0.131177,0.804232,0.423052,hokuyo_2_gmapping__particles_20_minimumScore_0.0_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_18_resolution_0.025.png
0.068591,0.722251,0.462229,hokuyo_2_gmapping__particles_50_minimumScore_0.0_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_11_resolution_0.025.png
0.033335,0.730404,0.770557,hokuyo_2_gmapping__particles_50_minimumScore_0.3_map_update_interval_5.0_delta_0.05.pgm,gt_wallthickness_20_resolution_0.025.png
0.043523,0.592393,0.178102,hokuyo_2_gmapping__particles_20_minimumScore_0.3_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_3_resolution_0.025.png
0.081092,0.863367,0.732325,hokuyo_1_gmapping__particles_50_minimumScore_0.3_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_29_resolution_0.05.png
0.025079,0.628078,0.741727,hokuyo_2_gmapping__particles_50_minimumScore_0.0_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_18_resolution_0.025.png
0.049522,0.713968,0.849206,hokuyo_2_gmapping__particles_50_minimumScore_0.3_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_34_resolution_0.1.png
0.017337,0.570287,0.737036,sick_2_hector_mapping__map_resolution_0.025_map_size_384_map_update_distance_thresh_0.4_map_update_angle_thresh_0.5.pgm,gt_wallthickness_11_resolution_0.025.png
0.014237,0.587474,0.884716,hokuyo_1_gmapping__particles_50_minimumScore_0.0_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_28_resolution_0.025.png
0.040915,0.845170,0.628871,sick_1_gmapping__particles_75_minimumScore_0.3_map_update_interval_5.0_delta_0.05.pgm,gt_wallthickness_11_resolution_0.025.png
0.033404,0.804987,0.662805,sick_1_gmapping__particles_50_minimumScore_0.0_map_update_interval_2.0_delta_0.05.pgm,gt_wallthickness_11_resolution_0.025.png
0.030016,0.858426,0.750432,sick_2_gmapping__particles_20_minimumScore_0.3_map_update_interval_2.0_delta_0.05.pgm,gt_wallthickness_15_resolution_0.05.png
0.072528,0.882408,0.804741,hokuyo_1_gmapping__particles_50_minimumScore_0.3_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_39_resolution_0.05.png
0.100958,0.430205,0.342764,hokuyo_1_octopmapping_sensor_model_max_range_5_sensor_model_miss_0.4_sensor_model_hit_0.7_resolution_0.05.pgm,gt_wallthickness_18_resolution_0.025.png
0.058650,0.756153,0.739824,hokuyo_1_gmapping__particles_50_minimumScore_0.01_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_34_resolution_0.025.png
0.070744,0.910902,0.674057,sick_2_gmapping__particles_20_minimumScore_0.01_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_20_resolution_0.025.png
0.005831,0.573761,0.931309,sick_1_gmapping__particles_50_minimumScore_0.3_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_20_resolution_0.025.png
0.037366,0.888349,0.860093,sick_2_gmapping__particles_50_minimumScore_0.3_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_29_resolution_0.05.png
0.062929,0.744197,0.730586,hokuyo_2_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.4_map_update_angle_thresh_0.5.pgm,gt_wallthickness_34_resolution_0.025.png
0.072330,0.678585,0.762221,hokuyo_2_gmapping__particles_75_minimumScore_0.3_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_39_resolution_0.05.png
0.016345,0.777045,0.895839,sick_2_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.1_map_update_angle_thresh_0.9.pgm,gt_wallthickness_26_resolution_0.05.png
0.038732,0.765169,0.791642,hokuyo_1_gmapping__particles_20_minimumScore_0.01_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_28_resolution_0.025.png
0.027919,0.505063,0.653945,sick_2_gmapping__particles_50_minimumScore_0.0_map_update_interval_2.0_delta_0.05.pgm,gt_wallthickness_15_resolution_0.05.png
0.041097,0.838690,0.824694,sick_1_gmapping__particles_50_minimumScore_0.01_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_34_resolution_0.025.png
0.003244,0.614014,0.979140,sick_1_gmapping__particles_50_minimumScore_0.0_map_update_interval_5.0_delta_0.05.pgm,gt_wallthickness_29_resolution_0.05.png
0.056351,0.885598,0.799668,sick_1_hector_mapping__map_resolution_0.1_map_size_96_map_update_distance_thresh_0.4_map_update_angle_thresh_0.5.pgm,gt_wallthickness_29_resolution_0.05.png
0.031465,0.480135,0.762917,hokuyo_2_gmapping__particles_75_minimumScore_0.3_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_29_resolution_0.05.png
0.009103,0.506435,0.934203,sick_2_gmapping__particles_20_minimumScore_0.3_map_update_interval_5.0_delta_0.05.pgm,gt_wallthickness_29_resolution_0.05.png
0.034091,0.737597,0.888669,hokuyo_1_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.7_map_update_angle_thresh_0.5.pgm,gt_wallthickness_34_resolution_0.1.png
0.068912,0.843800,0.824181,hokuyo_1_gmapping__particles_75_minimumScore_0.0_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_34_resolution_0.1.png
0.057145,0.860105,0.795322,sick_1_hector_mapping__map_resolution_0.1_map_size_96_map_update_distance_thresh_0.1_map_update_angle_thresh_1.3.pgm,gt_wallthickness_29_resolution_0.05.png
0.019464,0.430438,0.721750,hokuyo_2_gmapping__particles_75_minimumScore_0.01_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_18_resolution_0.025.png
0.044004,0.713039,0.809500,hokuyo_1_gmapping__particles_75_minimumScore_0.3_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_37_resolution_0.025.png
0.010675,0.730081,0.921450,sick_1_gmapping__particles_20_minimumScore_0.0_map_update_interval_5.0_delta_0.05.pgm,gt_wallthickness_26_resolution_0.05.png
0.058417,0.683978,0.571105,sick_2_gmapping__particles_20_minimumScore_0.3_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_18_resolution_0.025.png
0.050262,0.792779,0.709110,hokuyo_1_gmapping__particles_75_minimumScore_0.01_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_20_resolution_0.025.png
0.020908,0.556158,0.767278,sick_1_gmapping__particles_50_minimumScore_0.01_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_20_resolution_0.025.png
0.078526,0.740999,0.707732,hokuyo_2_gmapping__particles_50_minimumScore_0.3_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_29_resolution_0.05.png
0.040294,0.880901,0.604566,sick_2_gmapping__particles_20_minimumScore_0.0_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_22_resolution_0.1.png
0.039335,0.844026,0.844026,sick_1_gmapping__particles_20_minimumScore_0.3_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_29_resolution_0.05.png
0.062502,0.892566,0.324778,sick_2_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.7_map_update_angle_thresh_0.5.pgm,gt_wallthickness_5_resolution_0.05.png
0.065510,0.884954,0.838606,hokuyo_1_gmapping__particles_50_minimumScore_0.3_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_34_resolution_0.1.png
0.049354,0.859850,0.800783,sick_1_gmapping__particles_75_minimumScore_0.01_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_34_resolution_0.025.png
0.048735,0.866584,0.756045,sick_1_gmapping__particles_20_minimumScore_0.0_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_26_resolution_0.05.png
0.104186,0.765703,0.649830,hokuyo_2_gmapping__particles_75_minimumScore_0.3_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_29_resolution_0.05.png
0.018752,0.756240,0.870615,sick_1_gmapping__particles_20_minimumScore_0.01_map_update_interval_5.0_delta_0.05.pgm,gt_wallthickness_26_resolution_0.05.png
0.042991,0.583333,0.742014,hokuyo_2_gmapping__particles_20_minimumScore_0.0_map_update_interval_2.0_delta_0.05.pgm,gt_wallthickness_33_resolution_0.1.png
0.032897,0.824458,0.673094,sick_1_gmapping__particles_75_minimumScore_0.0_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_11_resolution_0.025.png
0.016936,0.710382,0.780962,sick_2_hector_mapping__map_resolution_0.025_map_size_384_map_update_distance_thresh_0.4_map_update_angle_thresh_1.3.pgm,gt_wallthickness_11_resolution_0.025.png
0.032852,0.870753,0.899872,sick_2_gmapping__particles_75_minimumScore_0.0_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_39_resolution_0.05.png
0.063612,0.874210,0.840791,hokuyo_1_gmapping__particles_20_minimumScore_0.0_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_34_resolution_0.1.png
0.074918,0.924831,0.682391,sick_1_gmapping__particles_20_minimumScore_0.0_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_26_resolution_0.05.png
0.008388,0.706705,0.935469,sick_1_gmapping__particles_20_minimumScore_0.3_map_update_interval_8_delta_0.05.pgm,gt_wallthickness_26_resolution_0.05.png
0.024197,0.550638,0.645435,sick_2_gmapping__particles_20_minimumScore_0.0_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.066626,0.744582,0.718209,hokuyo_2_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.7_map_update_angle_thresh_0.9.pgm,gt_wallthickness_34_resolution_0.025.png
0.067164,0.774607,0.366517,hokuyo_1_gmapping__particles_20_minimumScore_0.01_map_update_interval_5.0_delta_0.05.pgm,gt_wallthickness_8_resolution_0.025.png
0.090258,0.830534,0.714725,hokuyo_1_gmapping__particles_20_minimumScore_0.01_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_37_resolution_0.025.png
0.022841,0.450619,0.826383,hokuyo_2_gmapping__particles_75_minimumScore_0.01_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_37_resolution_0.025.png
0.046212,0.282068,0.346331,hokuyo_2_octopmapping_sensor_model_max_range_5_sensor_model_miss_0.4_sensor_model_hit_0.7_resolution_0.05.pgm,gt_wallthickness_11_resolution_0.025.png
0.081924,0.835014,0.548192,hokuyo_1_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.4_map_update_angle_thresh_0.5.pgm,gt_wallthickness_18_resolution_0.025.png
0.009393,0.504687,0.879965,sick_1_gmapping__particles_75_minimumScore_0.3_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_20_resolution_0.025.png
0.023039,0.466496,0.863608,hokuyo_2_hector_mapping__map_resolution_0.025_map_size_384_map_update_distance_thresh_0.4_map_update_angle_thresh_0.5.pgm,gt_wallthickness_39_resolution_0.05.png
0.023756,0.679756,0.696448,sick_2_gmapping__particles_50_minimumScore_0.3_map_update_interval_5.0_delta_0.025.pgm,gt_wallthickness_11_resolution_0.025.png
0.069781,0.918261,0.678654,sick_2_gmapping__particles_20_minimumScore_0.0_map_update_interval_2.0_delta_0.1.pgm,gt_wallthickness_20_resolution_0.025.png
0.018500,0.761360,0.828443,sick_1_gmapping__particles_75_minimumScore_0.01_map_update_interval_2.0_delta_0.05.pgm,gt_wallthickness_18_resolution_0.025.png
0.098753,0.924044,0.759019,hokuyo_2_hector_mapping__map_resolution_0.1_map_size_96_map_update_distance_thresh_0.7_map_update_angle_thresh_1.3.pgm,gt_wallthickness_39_resolution_0.05.png
0.057145,0.860105,0.795322,sick_1_hector_mapping__map_resolution_0.1_map_size_96_map_update_distance_thresh_0.1_map_update_angle_thresh_0.9.pgm,gt_wallthickness_29_resolution_0.05.png
0.012836,0.523845,0.859149,hokuyo_1_gmapping__particles_50_minimumScore_0.0_map_update_interval_8_delta_0.025.pgm,gt_wallthickness_20_resolution_0.025.png
0.011872,0.528692,0.876270,sick_2_gmapping__particles_50_minimumScore_0.01_map_update_interval_2.0_delta_0.05.pgm,gt_wallthickness_20_resolution_0.025.png
0.057267,0.869605,0.853594,hokuyo_1_gmapping__particles_75_minimumScore_0.01_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_34_resolution_0.1.png
0.032419,0.896957,0.878726,sick_2_hector_mapping__map_resolution_0.1_map_size_96_map_update_distance_thresh_0.4_map_update_angle_thresh_1.3.pgm,gt_wallthickness_29_resolution_0.05.png
0.072652,0.894496,0.663958,sick_2_gmapping__particles_20_minimumScore_0.3_map_update_interval_8_delta_0.1.pgm,gt_wallthickness_20_resolution_0.025.png
0.137942,0.836494,0.340952,hokuyo_2_gmapping__particles_50_minimumScore_0.3_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_11_resolution_0.025.png
0.030435,0.527205,0.730376,hokuyo_2_gmapping__particles_75_minimumScore_0.0_map_update_interval_2.0_delta_0.025.pgm,gt_wallthickness_26_resolution_0.05.png
0.016345,0.777045,0.895839,sick_2_hector_mapping__map_resolution_0.05_map_size_192_map_update_distance_thresh_0.1_map_update_angle_thresh_1.3.pgm,gt_wallthickness_26_resolution_0.05.png
0.075220,0.927752,0.711113,sick_2_gmapping__particles_75_minimumScore_0.3_map_update_interval_5.0_delta_0.1.pgm,gt_wallthickness_28_resolution_0.025.png
